asset_number,asset_description,lamp_type_lupvalue,lamp_rating_w,mounting_type_lupvalue,lat,lon,location
1542139,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.81898972277238,144.97314646838973,"(-37.81898972277238, 144.97314646838973)"
1542096,Feature Lighting - Carlton Gardens South,13,70,Pole: Multiple Fixed,-37.80546408175398,144.9715170264186,"(-37.80546408175398, 144.9715170264186)"
1539461,Feature Lighting - River Esplanade between Webb Bridge and Swinging Basin Lane,13,70,Pole: Multiple Fixed,-37.82447878491146,144.9474850359406,"(-37.82447878491146, 144.9474850359406)"
1543560,Feature Lighting - Australian Wharf between Webb Bridge and Collins Landing,9,,Pole: Multiple Fixed,-37.822599695704156,144.94637095323932,"(-37.822599695704156, 144.94637095323932)"
1540165,Feature Lighting - Newquay Promenade between Harbour Esplanade and Palmyra Way,9,,Pole: Multiple Fixed,-37.814251984143546,144.94352250238015,"(-37.814251984143546, 144.94352250238015)"
1502841,Feature Lighting - Southbank,,80,Bollard,-37.82036499906053,144.96395786575377,"(-37.82036499906053, 144.96395786575377)"
1487736,Feature Lighting - Docklands,,,,-37.819398732769415,144.94254122083188,"(-37.819398732769415, 144.94254122083188)"
1540212,Feature Lighting - Manningham Street between Church Street and Lennon Street,,14,Pole: Multiple Fixed,-37.7867894139187,144.9419530480672,"(-37.7867894139187, 144.9419530480672)"
1348129,Feature Lighting - Docklands,1,20,Tree,-37.8136194983013,144.94083561129767,"(-37.8136194983013, 144.94083561129767)"
1542907,Feature Lighting - Webb Bridge between North Wharf Road and River Esplanade,12,,Pole: Multiple Fixed,-37.82386163583184,144.94732111909988,"(-37.82386163583184, 144.94732111909988)"
1541762,Feature Lighting -,13,35,Pole: Multiple Fixed,-37.82384313657491,144.9473130819217,"(-37.82384313657491, 144.9473130819217)"
1540131,Feature Lighting - Southbank Pedestrian Bridge between Southbank Promenade and Flinders Walk,,,,-37.819287173001385,144.96515565859414,"(-37.819287173001385, 144.96515565859414)"
1346546,Feature Lighting - Docklands,5,70,Inground,-37.815255035067466,144.94507258215555,"(-37.815255035067466, 144.94507258215555)"
1541154,Feature Lighting - Victoria Harbour Promenade between Enterprize Way and Cumberland Street,3,,Pole: Multiple Fixed,-37.818854118341726,144.94269132611956,"(-37.818854118341726, 144.94269132611956)"
1540256,Feature Lighting - Flinders Street between Market Street and William Street,13,70,Pole: Multiple Fixed,-37.819643374542885,144.96028929944904,"(-37.819643374542885, 144.96028929944904)"
1503005,Feature Lighting - Southbank,,70,Guy Wire (Catenary),-37.82090238755955,144.9622242551171,"(-37.82090238755955, 144.9622242551171)"
1540314,Feature Lighting - Intersection of Flinders Street and Queens Bridge,9,200,Pole: Multiple Fixed,-37.820024757070016,144.9603831767681,"(-37.820024757070016, 144.9603831767681)"
1544278,Feature Lighting - Manningham Street between Church Street and Lennon Street,,14,Pole: Multiple Fixed,-37.786756028017884,144.94200870390642,"(-37.786756028017884, 144.94200870390642)"
1540851,Feature Lighting - St Kilda Road between Yarra River and Southbank Boulevard,13,150,Pole: Multiple Fixed,-37.82177880976015,144.9697619185333,"(-37.82177880976015, 144.9697619185333)"
1541880,Feature Lighting -,,,Pole: Multiple Fixed,-37.82413895363715,144.9522732695,"(-37.82413895363715, 144.9522732695)"
1347511,Feature Lighting - Docklands,5,150,Parapet,-37.817732240669336,144.9496654280775,"(-37.817732240669336, 144.9496654280775)"
1544863,Feature Lighting - Carlton Gardens South,13,70,Inground,-37.80554037308439,144.97129037976188,"(-37.80554037308439, 144.97129037976188)"
1540404,Feature Lighting - Intersection of Flinders Street and Queens Bridge,12,,Pole: Multiple Fixed,-37.81980599207234,144.96083177622236,"(-37.81980599207234, 144.96083177622236)"
1544864,Feature Lighting - Birrarung Marr,9,,Wall,-37.819032099007494,144.97304588555633,"(-37.819032099007494, 144.97304588555633)"
1542629,Feature Lighting -,9,,Pole: Multiple Fixed,-37.82271390407323,144.94639465789666,"(-37.82271390407323, 144.94639465789666)"
1540457,Feature Lighting - NewQuay Promenade between Doepel Way and Pearl River Road,13,35,Pole: Multiple Fixed,-37.81546373630142,144.94024036373952,"(-37.81546373630142, 144.94024036373952)"
1543939,Feature Lighting - City Square,13,14,Pole: Multiple Fixed,-37.816360225319166,144.9671316146728,"(-37.816360225319166, 144.9671316146728)"
1540340,Feature Lighting - Flinders Street between William Street and King Street,13,35,Pole: Multiple Fixed,-37.819780036826764,144.95969921346563,"(-37.819780036826764, 144.95969921346563)"
1539588,Feature Lighting - Harbour Esplanade between Bourke Street and La Trobe Street,13,70,Pole: Multiple Fixed,-37.81714782865972,144.94531458495248,"(-37.81714782865972, 144.94531458495248)"
1502946,Feature Lighting - Northbank,,,,-37.81938765735545,144.96416012553613,"(-37.81938765735545, 144.96416012553613)"
1542138,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.818978069254136,144.97318133711136,"(-37.818978069254136, 144.97318133711136)"
1348263,Feature Lighting - Docklands,5,35,Inground,-37.820718701585875,144.95237320372505,"(-37.820718701585875, 144.95237320372505)"
1348189,Feature Lighting - Docklands,5,70,Inground,-37.82419168097902,144.9440405403692,"(-37.82419168097902, 144.9440405403692)"
1544189,Feature Lighting - Enterprize Park,13,100,Pole: Multiple Fixed,-37.81998450009754,144.95930358764272,"(-37.81998450009754, 144.95930358764272)"
1347060,Feature Lighting - Docklands,3,36,Parapet,-37.81764010042399,144.94873956157818,"(-37.81764010042399, 144.94873956157818)"
1346403,Feature Lighting - Docklands,,,,-37.81851987771751,144.94415545330185,"(-37.81851987771751, 144.94415545330185)"
1346586,Feature Lighting - Docklands,1,20,Bollard,-37.82394830474479,144.94743253402703,"(-37.82394830474479, 144.94743253402703)"
1347308,Feature Lighting - Docklands,1,20,Bollard,-37.82457060860596,144.9468743018453,"(-37.82457060860596, 144.9468743018453)"
1544656,Feature Lighting - Victoria Harbour,9,,Pole: Multiple Fixed,-37.81491040969159,144.94221912588097,"(-37.81491040969159, 144.94221912588097)"
1540218,Feature Lighting - Upfield Railway,,14,Pole: Multiple Fixed,-37.78684558704317,144.94183234866503,"(-37.78684558704317, 144.94183234866503)"
1544079,Feature Lighting - Flinders Street between William Street and King Street,13,70,Pole: Multiple Fixed,-37.819933649192905,144.95933443303787,"(-37.819933649192905, 144.95933443303787)"
1544448,Feature Lighting - Enterprize Park,13,35,Pole: Multiple Fixed,-37.819911401920656,144.95955839749143,"(-37.819911401920656, 144.95955839749143)"
1543618,Feature Lighting - Australian Wharf between Webb Bridge and Collins Landing,9,,Pole: Multiple Fixed,-37.82263754059753,144.94642707233243,"(-37.82263754059753, 144.94642707233243)"
1543300,Feature Lighting - Lorimer Street between Westgate Freeway and Hartley Street,,,,-37.824962390554944,144.94506933452575,"(-37.824962390554944, 144.94506933452575)"
1542713,Feature Lighting - Swanston Street between Bourke Street and Little Bourke Street,9,,Pole: Multiple Fixed,-37.813227518027986,144.96558864941048,"(-37.813227518027986, 144.96558864941048)"
1347906,Feature Lighting - Docklands,5,70,Inground,-37.82432983771557,144.94531137468357,"(-37.82432983771557, 144.94531137468357)"
1543826,Feature Lighting - Upfield Railway,9,,Pole: Multiple Fixed,-37.78700014127815,144.94151078040247,"(-37.78700014127815, 144.94151078040247)"
1347294,Feature Lighting - Docklands,5,70,Inground,-37.81978275080356,144.95130958343873,"(-37.81978275080356, 144.95130958343873)"
1540342,Feature Lighting - Flinders Street between William Street and King Street,13,35,Pole: Multiple Fixed,-37.819849956932835,144.95947927232706,"(-37.819849956932835, 144.95947927232706)"
1543407,Feature Lighting - Manningham Street between Church Street and Lennon Street,,14,Pole: Multiple Fixed,-37.786797892922884,144.94193024929982,"(-37.786797892922884, 144.94193024929982)"
1543859,Feature Lighting - City Square,13,14,Pole: Multiple Fixed,-37.81633903639731,144.96713563798454,"(-37.81633903639731, 144.96713563798454)"
1502812,Feature Lighting - Southbank,,70,Pole: Multiple Fixed,-37.82005627479839,144.96563768676182,"(-37.82005627479839, 144.96563768676182)"
1543904,Feature Lighting - Intersection of Lonsdale Street and Russell Street,13,14,Pole: Multiple Fixed,-37.81087421168067,144.96718794105206,"(-37.81087421168067, 144.96718794105206)"
1543107,Feature Lighting - Webb Bridge between North Wharf Road and River Esplanade,12,,Pole: Multiple Fixed,-37.82384364755312,144.94723213925894,"(-37.82384364755312, 144.94723213925894)"
1541353,Feature Lighting - Heffernan Lane between Lonsdale Street and Little Bourke Street,9,,Pole: Multiple Fixed,-37.811997735927086,144.9668020302319,"(-37.811997735927086, 144.9668020302319)"
1541596,Feature Lighting - Intersection of Lonsdale Street and Russell Street,13,14,Pole: Multiple Fixed,-37.81086785453583,144.9670672416476,"(-37.81086785453583, 144.9670672416476)"
1542463,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.81897991902064,144.97424108481553,"(-37.81897991902064, 144.97424108481553)"
1539314,Feature Lighting - Newquay Promenade between Saint Mangos Lane and Aquitania Way,1,50,Pole: Multiple Fixed,-37.81461904177497,144.9426151434329,"(-37.81461904177497, 144.9426151434329)"
1346785,Feature Lighting - Docklands,5,70,Inground,-37.819292836510414,144.95299298098976,"(-37.819292836510414, 144.95299298098976)"
1544231,Feature Lighting -,13,35,Pole: Multiple Fixed,-37.82315419107918,144.947183839979,"(-37.82315419107918, 144.947183839979)"
1347926,Feature Lighting - Docklands,1,,Inground,-37.814612996868426,144.94250076217875,"(-37.814612996868426, 144.94250076217875)"
1541487,Feature Lighting - Queensbridge Square between Queens Bridge Street and Southbank Boulevard,13,14,Pole: Multiple Fixed,-37.821330977207786,144.9615968763628,"(-37.821330977207786, 144.9615968763628)"
1487647,Feature Lighting - Docklands,,,,-37.82020264517733,144.9448329672395,"(-37.82020264517733, 144.9448329672395)"
1543192,Feature Lighting - Upfield Railway,9,,Pole: Multiple Fixed,-37.78708673306735,144.9413543166143,"(-37.78708673306735, 144.9413543166143)"
1347277,Feature Lighting - Docklands,2,250,Building Facade,-37.818960676575436,144.934492013466,"(-37.818960676575436, 144.934492013466)"
1543219,Feature Lighting - Lennon Street from Manningham Street,9,,Pole: Multiple Fixed,-37.786894754696654,144.94155858045318,"(-37.786894754696654, 144.94155858045318)"
1541380,Feature Lighting - Swanston Street between Flinders Lane and Collins Street,13,14,Pole: Multiple Fixed,-37.81636446315502,144.96711954472966,"(-37.81636446315502, 144.96711954472966)"
1347580,Feature Lighting - Docklands,2,250,Building Facade,-37.81979247780442,144.93828877412827,"(-37.81979247780442, 144.93828877412827)"
1544133,Feature Lighting -,13,35,Pole: Multiple Fixed,-37.82392641515991,144.94725280251603,"(-37.82392641515991, 144.94725280251603)"
1347614,Feature Lighting - Docklands,1,150,Inground,-37.81445656257884,144.94746442380008,"(-37.81445656257884, 144.94746442380008)"
1542242,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.81877314450885,144.97398402074572,"(-37.81877314450885, 144.97398402074572)"
1347144,Feature Lighting - Docklands,1,18,Bollard,-37.82397555604503,144.9437718653326,"(-37.82397555604503, 144.9437718653326)"
1542110,Feature Lighting - Swanston Street between Franklin Street and Victoria Street,9,,Pole: Multiple Fixed,-37.80687227946253,144.96245920657321,"(-37.80687227946253, 144.96245920657321)"
1539751,Feature Lighting -,,,,-37.819425425755476,144.96525024163353,"(-37.819425425755476, 144.96525024163353)"
1603060,Feature Lighting - Little Bourke Street between Russell Street and Swanston Street,9,3,Guy Wire (Catenary),-37.81190823828803,144.9672785879044,"(-37.81190823828803, 144.9672785879044)"
1540837,Feature Lighting - St Kilda Road between Yarra River and Southbank Boulevard,13,150,Pole: Multiple Fixed,-37.82175240483327,144.9691007925395,"(-37.82175240483327, 144.9691007925395)"
1348009,Feature Lighting - Docklands,5,35,Inground,-37.82480795119298,144.9453127350143,"(-37.82480795119298, 144.9453127350143)"
1544671,Feature Lighting - Birrarung Marr,,35,Pole: Multiple Fixed,-37.818357253462295,144.9737137555755,"(-37.818357253462295, 144.9737137555755)"
1542406,Feature Lighting -,13,35,Pole: Multiple Fixed,-37.82378493594013,144.9472170744636,"(-37.82378493594013, 144.9472170744636)"
1541611,Feature Lighting - Intersection of Lonsdale Street and Russell Street,13,14,Pole: Multiple Fixed,-37.81090811650049,144.96729657051728,"(-37.81090811650049, 144.96729657051728)"
1544632,Feature Lighting - Webb Bridge between North Wharf Road and River Esplanade,12,,Pole: Multiple Fixed,-37.82381256546928,144.947256229566,"(-37.82381256546928, 144.947256229566)"
1542998,Feature Lighting - Webb Bridge between North Wharf Road and River Esplanade,12,,Pole: Multiple Fixed,-37.82314918870736,144.94727639327695,"(-37.82314918870736, 144.94727639327695)"
1543598,Feature Lighting - Australian Wharf between Webb Bridge and Collins Landing,9,,Pole: Multiple Fixed,-37.8226674750463,144.94632576719522,"(-37.8226674750463, 144.94632576719522)"
1542000,Feature Lighting - Parliament Gardens,9,,Pole: Multiple Fixed,-37.809775476682326,144.9734334647572,"(-37.809775476682326, 144.9734334647572)"
1539733,Feature Lighting - Newquay Promenade between Saint Mangos Lane and Rakaia Way,9,,Pole: Multiple Fixed,-37.815227187511596,144.9416838125043,"(-37.815227187511596, 144.9416838125043)"
1502834,Feature Lighting - Southbank,,125,Wall,-37.8198838162601,144.96648433701702,"(-37.8198838162601, 144.96648433701702)"
1541202,Feature Lighting - Point Park,13,35,Pole: Multiple Fixed,-37.823070469086964,144.9415778352288,"(-37.823070469086964, 144.9415778352288)"
1542543,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.81944207829251,144.97458792051748,"(-37.81944207829251, 144.97458792051748)"
1542420,Feature Lighting -,13,35,Pole: Multiple Fixed,-37.82392047155777,144.94711316260083,"(-37.82392047155777, 144.94711316260083)"
1541637,Feature Lighting - Russell Street between Little Bourke Street and Lonsdale Street,9,,Pole: Multiple Fixed,-37.81174089754731,144.96762245891776,"(-37.81174089754731, 144.96762245891776)"
1540563,Feature Lighting - Harbour Esplanade between Bourke Street and La Trobe Street,13,70,Pole: Multiple Fixed,-37.81865056749726,144.94591044330906,"(-37.81865056749726, 144.94591044330906)"
1544393,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.81903149270172,144.97422624393903,"(-37.81903149270172, 144.97422624393903)"
1540820,Feature Lighting - St Kilda Road between Yarra River and Southbank Boulevard,13,150,Pole: Multiple Fixed,-37.82310203708805,144.96975058983017,"(-37.82310203708805, 144.96975058983017)"
1541327,Feature Lighting - Intersection of Russell Street and Little Bourke Street,13,14,Pole: Multiple Fixed,-37.81190830029287,144.96751651166366,"(-37.81190830029287, 144.96751651166366)"
1542437,Feature Lighting -,13,35,Pole: Multiple Fixed,-37.82402611598057,144.94728457414251,"(-37.82402611598057, 144.94728457414251)"
1539374,Feature Lighting - Southbank Promenade between Riverside Avenue and Southgate Avenue,13,70,Pole: Multiple Fixed,-37.819946313811926,144.9663826505675,"(-37.819946313811926, 144.9663826505675)"
1540526,Feature Lighting - River Esplanade between Webb Bridge and Swinging Basin Lane,9,10,Pole: Multiple Fixed,-37.82386516976544,144.94350810685336,"(-37.82386516976544, 144.94350810685336)"
1539407,Feature Lighting -,13,70,Pole: Multiple Fixed,-37.824282583065,144.94488040001653,"(-37.824282583065, 144.94488040001653)"
1541207,Feature Lighting - Queensbridge Square between Queens Bridge Street and Southbank Boulevard,9,,Pole: Multiple Fixed,-37.82075255652143,144.96209844944985,"(-37.82075255652143, 144.96209844944985)"
1346540,Feature Lighting - Docklands,5,35,Inground,-37.81518726381861,144.94040511743606,"(-37.81518726381861, 144.94040511743606)"
1544303,Feature Lighting - Lennon Street from Manningham Street,9,,Pole: Multiple Fixed,-37.78677770467156,144.94178457162505,"(-37.78677770467156, 144.94178457162505)"
1544100,Feature Lighting - Little Bourke Street between Exhibition Street and Russell Street,13,14,Pole: Multiple Fixed,-37.81119736591995,144.96985405682278,"(-37.81119736591995, 144.96985405682278)"
1347465,Feature Lighting - Docklands,1,,Canopy,-37.81758183932611,144.9513457067066,"(-37.81758183932611, 144.9513457067066)"
1544076,Feature Lighting - Victoria Harbour,13,70,Pole: Multiple Fixed,-37.818341352063285,144.94462328609404,"(-37.818341352063285, 144.94462328609404)"
1544257,Feature Lighting -,9,,Pole: Multiple Fixed,-37.82267283243303,144.9461989760197,"(-37.82267283243303, 144.9461989760197)"
1541206,Feature Lighting - Queensbridge Square between Queens Bridge Street and Southbank Boulevard,9,,Pole: Multiple Fixed,-37.82077268478081,144.9620220064957,"(-37.82077268478081, 144.9620220064957)"
1540326,Feature Lighting - Intersection of Flinders Street and Queens Bridge,13,100,Pole: Multiple Fixed,-37.819722829417856,144.96020346876296,"(-37.819722829417856, 144.96020346876296)"
1543271,Feature Lighting - Australian Wharf between Webb Bridge and Collins Landing,9,,Pole: Multiple Fixed,-37.82215041254107,144.94459656841403,"(-37.82215041254107, 144.94459656841403)"
1542206,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.8183034000888,144.97356921795446,"(-37.8183034000888, 144.97356921795446)"
1542643,Feature Lighting -,9,,Pole: Multiple Fixed,-37.822747152271404,144.94655306720594,"(-37.822747152271404, 144.94655306720594)"
1348297,Feature Lighting - Docklands,5,70,Inground,-37.81435017113624,144.94143511389763,"(-37.81435017113624, 144.94143511389763)"
1543337,Feature Lighting - Intersection of Lorimer Street and Westgate Freeway,,,,-37.82511099043862,144.94640684563842,"(-37.82511099043862, 144.94640684563842)"
1487618,Feature Lighting - Docklands,,,,-37.82046966446099,144.9448039574606,"(-37.82046966446099, 144.9448039574606)"
1539991,Feature Lighting - Swanston Street between Princes Bridge and Flinders Street,4,70,Pole: Multiple Fixed,-37.81882387244835,144.96811930277818,"(-37.81882387244835, 144.96811930277818)"
1540692,Feature Lighting - Southbank Promenade between Riverside Avenue and Southgate Avenue,2,125,Pole: Multiple Fixed,-37.81996331223665,144.96584549544932,"(-37.81996331223665, 144.96584549544932)"
1542366,Feature Lighting - Swanston Street between Bourke Street and Little Bourke Street,9,,Pole: Multiple Fixed,-37.812848630766425,144.96541470002813,"(-37.812848630766425, 144.96541470002813)"
1540480,Feature Lighting - Doepel Way between Docklands Drive and Newquay Promenade,9,,Pole: Multiple Fixed,-37.8151218984044,144.9404193501454,"(-37.8151218984044, 144.9404193501454)"
1542857,Feature Lighting -,12,,Pole: Multiple Fixed,-37.823905118609424,144.94713933859683,"(-37.823905118609424, 144.94713933859683)"
1540811,Feature Lighting - St Kilda Road between Yarra River and Southbank Boulevard,13,150,Pole: Multiple Fixed,-37.82265743349789,144.96970530278446,"(-37.82265743349789, 144.96970530278446)"
1540495,Feature Lighting - Victoria Harbour Promenade between Harbour Esplanade and Enterprize Way,3,,Pole: Multiple Fixed,-37.81826179558282,144.9450940952729,"(-37.81826179558282, 144.9450940952729)"
1540935,Feature Lighting - Lincoln Square,9,,Pole: Multiple Fixed,-37.80242719986362,144.96326252816138,"(-37.80242719986362, 144.96326252816138)"
1539840,Feature Lighting - Saint Mangos Lane between Caravel Lane and Newquay Promenade,9,,Pole: Multiple Fixed,-37.814719593944474,144.94166530965407,"(-37.814719593944474, 144.94166530965407)"
1543515,Feature Lighting - Australian Wharf between Webb Bridge and Collins Landing,9,,Pole: Multiple Fixed,-37.8224015067892,144.9453978991689,"(-37.8224015067892, 144.9453978991689)"
1347534,Feature Lighting - Docklands,5,35,Inground,-37.81533789596243,144.94445292381155,"(-37.81533789596243, 144.94445292381155)"
1541607,Feature Lighting - Intersection of Lonsdale Street and Russell Street,13,14,Pole: Multiple Fixed,-37.81087527118214,144.9672617018076,"(-37.81087527118214, 144.9672617018076)"
1544304,Feature Lighting - Little Bourke Street between Exhibition Street and Russell Street,9,,Pole: Multiple Fixed,-37.81161354808822,144.96842633560016,"(-37.81161354808822, 144.96842633560016)"
1544145,Feature Lighting -,12,,Pole: Multiple Fixed,-37.82305471271692,144.94717532132864,"(-37.82305471271692, 144.94717532132864)"
1543508,Feature Lighting - Australian Wharf between Webb Bridge and Collins Landing,9,,Pole: Multiple Fixed,-37.82245690564757,144.94529897295655,"(-37.82245690564757, 144.94529897295655)"
1487631,Feature Lighting - Docklands,,,,-37.820398469371725,144.94523675789918,"(-37.820398469371725, 144.94523675789918)"
1347692,Feature Lighting - Docklands,5,70,Inground,-37.819398298490874,144.95359836300298,"(-37.819398298490874, 144.95359836300298)"
1539549,Feature Lighting - River Esplanade between Webb Bridge and Swinging Basin Lane,10,14,Pole: Multiple Fixed,-37.82462982656688,144.94553743208525,"(-37.82462982656688, 144.94553743208525)"
1346901,Feature Lighting - Docklands,4,150,Bridge Beam,-37.82113105336516,144.9545482399295,"(-37.82113105336516, 144.9545482399295)"
1539472,Feature Lighting - River Esplanade between Webb Bridge and Swinging Basin Lane,9,10,Pole: Multiple Fixed,-37.823963332485626,144.94363853189574,"(-37.823963332485626, 144.94363853189574)"
1540478,Feature Lighting - Collins Street between Spencer Street and Batmans Hill Drive,13,70,Pole: Multiple Fixed,-37.819459601773964,144.9531994698426,"(-37.819459601773964, 144.9531994698426)"
1348082,Feature Lighting - Docklands,1,50,Inground,-37.82500240771113,144.94555709223246,"(-37.82500240771113, 144.94555709223246)"
1540643,Feature Lighting - Victoria Harbour Promenade between Harbour Esplanade and Enterprize Way,1,50,Pole: Multiple Fixed,-37.818069648001526,144.94536161356825,"(-37.818069648001526, 144.94536161356825)"
1541453,Feature Lighting - Melbourne - Clifton Hill Railway,3,35,Pole: Multiple Fixed,-37.81639942478504,144.98350381849744,"(-37.81639942478504, 144.98350381849744)"
1543166,Feature Lighting - Upfield Railway,9,,Pole: Multiple Fixed,-37.78655035654475,144.942336728462,"(-37.78655035654475, 144.942336728462)"
1544580,Feature Lighting - Shrine of Remembrance,9,,Pole: Multiple Fixed,-37.823521730880486,144.97081294653287,"(-37.823521730880486, 144.97081294653287)"
1346841,Feature Lighting - Docklands,5,70,Inground,-37.81520797758063,144.94154222639867,"(-37.81520797758063, 144.94154222639867)"
1540626,Feature Lighting - Harbour Esplanade between Bourke Street and La Trobe Street,13,35,Pole: Multiple Fixed,-37.816903178915524,144.94521753985808,"(-37.816903178915524, 144.94521753985808)"
1539214,Feature Lighting - River Esplanade between Webb Bridge and Swinging Basin Lane,13,70,Pole: Multiple Fixed,-37.823996736891026,144.94766017182556,"(-37.823996736891026, 144.94766017182556)"
1347454,Feature Lighting - Docklands,1,,Inground,-37.81551030081815,144.93964138280464,"(-37.81551030081815, 144.93964138280464)"
1540748,Feature Lighting - Queensbridge Square between Queens Bridge Street and Southbank Boulevard,9,,Pole: Multiple Fixed,-37.82099727356158,144.96158614752608,"(-37.82099727356158, 144.96158614752608)"
1542363,Feature Lighting - Swanston Street between Bourke Street and Little Bourke Street,9,,Pole: Multiple Fixed,-37.81287063016849,144.96523537296403,"(-37.81287063016849, 144.96523537296403)"
1347644,Feature Lighting - Docklands,1,150,Inground,-37.81422445815058,144.94728824947464,"(-37.81422445815058, 144.94728824947464)"
1347657,Feature Lighting - Docklands,1,,Inground,-37.81433488120586,144.94277332948798,"(-37.81433488120586, 144.94277332948798)"
1540272,Feature Lighting - Intersection of Market Street and Flinders Street,13,70,Pole: Multiple Fixed,-37.819384880835734,144.96127635236684,"(-37.819384880835734, 144.96127635236684)"
1541534,Feature Lighting - Southbank Pedestrian Bridge between Southbank Promenade and Flinders Walk,13,70,Pole: Multiple Fixed,-37.819875382493926,144.96490135787326,"(-37.819875382493926, 144.96490135787326)"
1346688,Feature Lighting - Docklands,5,70,Inground,-37.81859047721447,144.946690594745,"(-37.81859047721447, 144.946690594745)"
1348065,Feature Lighting - Docklands,1,,Canopy,-37.81730321128664,144.95271230674692,"(-37.81730321128664, 144.95271230674692)"
1346813,Feature Lighting - Docklands,5,150,Parapet,-37.81775566648111,144.9494281513417,"(-37.81775566648111, 144.9494281513417)"
1544240,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.81839592563191,144.97365092112798,"(-37.81839592563191, 144.97365092112798)"
1347728,Feature Lighting - Docklands,5,70,Inground,-37.82455967357931,144.94590587300198,"(-37.82455967357931, 144.94590587300198)"
1542334,Feature Lighting - Swanston Street between La Trobe Street and Little La Trobe Street,9,,Pole: Multiple Fixed,-37.80933033176482,144.96381434864398,"(-37.80933033176482, 144.96381434864398)"
1539293,Feature Lighting - River Esplanade between Webb Bridge and Swinging Basin Lane,9,10,Pole: Multiple Fixed,-37.82359173556627,144.94320781783094,"(-37.82359173556627, 144.94320781783094)"
1542086,Feature Lighting - Fitzroy Gardens,9,,Pole: Multiple Fixed,-37.81180340875223,144.98266562818813,"(-37.81180340875223, 144.98266562818813)"
1541874,Feature Lighting -,,,Pole: Multiple Fixed,-37.824077156293484,144.9522444950849,"(-37.824077156293484, 144.9522444950849)"
1542709,Feature Lighting - Swanston Street between Bourke Street and Little Bourke Street,9,,Pole: Multiple Fixed,-37.81309118759758,144.96533663141568,"(-37.81309118759758, 144.96533663141568)"
1541127,Feature Lighting - NewQuay Promenade between Doepel Way and Pearl River Road,2,14,Pole: Multiple Fixed,-37.81595233757449,144.93947669860884,"(-37.81595233757449, 144.93947669860884)"
1487895,Feature Lighting - Docklands,,,,-37.8192241920805,144.9435902483967,"(-37.8192241920805, 144.9435902483967)"
1347789,Feature Lighting - Docklands,1,150,Inground,-37.81342509900325,144.95006294743993,"(-37.81342509900325, 144.95006294743993)"
1543144,Feature Lighting - Webb Bridge between North Wharf Road and River Esplanade,12,,Pole: Multiple Fixed,-37.82382931534573,144.94735835976448,"(-37.82382931534573, 144.94735835976448)"
1346717,Feature Lighting - Docklands,5,70,Inground,-37.8171478102493,144.9453145627773,"(-37.8171478102493, 144.9453145627773)"
1540749,Feature Lighting - Queensbridge Square between Queens Bridge Street and Southbank Boulevard,9,,Pole: Multiple Fixed,-37.821006807925635,144.96158882973387,"(-37.821006807925635, 144.96158882973387)"
1544373,Feature Lighting -,,,Pole: Multiple Fixed,-37.8236072858241,144.95184706321183,"(-37.8236072858241, 144.95184706321183)"
1347703,Feature Lighting - Docklands,3,36,Inground,-37.814853403341814,144.94156703626822,"(-37.814853403341814, 144.94156703626822)"
1539581,Feature Lighting - Rakaia Way between Caravel Lane and Newquay Promenade,9,,Pole: Multiple Fixed,-37.815014783134295,144.94114786169993,"(-37.815014783134295, 144.94114786169993)"
1540172,Feature Lighting - Victoria Green,3,,Pole: Multiple Fixed,-37.82050294940236,144.94480654675397,"(-37.82050294940236, 144.94480654675397)"
1540961,Feature Lighting - Lincoln Square,9,,Pole: Multiple Fixed,-37.80257343082785,144.96312305329226,"(-37.80257343082785, 144.96312305329226)"
1543512,Feature Lighting - Australian Wharf between Webb Bridge and Collins Landing,9,,Pole: Multiple Fixed,-37.82239481289284,144.945396882466,"(-37.82239481289284, 144.945396882466)"
1541776,Feature Lighting -,13,35,Pole: Multiple Fixed,-37.82278442114371,144.94707485903754,"(-37.82278442114371, 144.94707485903754)"
1542316,Feature Lighting - Swanston Street between Little Lonsdale Street and La Trobe Street,9,,Pole: Multiple Fixed,-37.81003419802234,144.9641437404313,"(-37.81003419802234, 144.9641437404313)"
1543950,Feature Lighting - City Square,13,14,Pole: Multiple Fixed,-37.81552431796524,144.96704041956403,"(-37.81552431796524, 144.96704041956403)"
1543875,Feature Lighting - Intersection of Lonsdale Street and Russell Street,13,14,Pole: Multiple Fixed,-37.81084878311776,144.96732071040466,"(-37.81084878311776, 144.96732071040466)"
1543393,Feature Lighting - Upfield Railway,,14,Pole: Multiple Fixed,-37.78685194625346,144.94182497258535,"(-37.78685194625346, 144.94182497258535)"
1543671,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.818324752190506,144.97358807252252,"(-37.818324752190506, 144.97358807252252)"
