asset_number,asset_description,lamp_type_lupvalue,lamp_rating_w,mounting_type_lupvalue,lat,lon,location
1542034,Feature Lighting - Shrine of Remembrance,13,70,Pole: Multiple Fixed,-37.83243026700112,144.97285142540412,"(-37.83243026700112, 144.97285142540412)"
1348116,Feature Lighting - Docklands,5,70,Inground,-37.81937093721541,144.9527211538597,"(-37.81937093721541, 144.9527211538597)"
1347754,Feature Lighting - Docklands,5,70,Inground,-37.81430907663625,144.9415082516051,"(-37.81430907663625, 144.9415082516051)"
1541768,Feature Lighting -,13,35,Pole: Multiple Fixed,-37.82377720278515,144.9473620390991,"(-37.82377720278515, 144.9473620390991)"
1542387,Feature Lighting -,13,35,Pole: Multiple Fixed,-37.823549964115635,144.94725830188167,"(-37.823549964115635, 144.94725830188167)"
1346680,Feature Lighting - Docklands,5,70,Inground,-37.81875888706601,144.9465887190532,"(-37.81875888706601, 144.9465887190532)"
1540942,Feature Lighting - Lincoln Square,9,,Pole: Multiple Fixed,-37.80249607672888,144.9632611870548,"(-37.80249607672888, 144.9632611870548)"
1540182,Feature Lighting - Victoria Harbour Promenade between Enterprize Way and Cumberland Street,13,35,Pole: Multiple Fixed,-37.818796371544686,144.9429471990951,"(-37.818796371544686, 144.9429471990951)"
1542527,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.819162880155226,144.97434198001127,"(-37.819162880155226, 144.97434198001127)"
1542338,Feature Lighting - Swanston Street between A'Beckett Street and Franklin Street,9,,Pole: Multiple Fixed,-37.80825560743794,144.96331856587182,"(-37.80825560743794, 144.96331856587182)"
1347344,Feature Lighting - Docklands,3,36,Parapet,-37.81761730006596,144.94897127715896,"(-37.81761730006596, 144.94897127715896)"
1347819,Feature Lighting - Docklands,1,,Wall,-37.81530295309155,144.94169435127137,"(-37.81530295309155, 144.94169435127137)"
1539356,Feature Lighting - Victoria Harbour,1,,Pole: Multiple Fixed,-37.816205093291074,144.93925452017507,"(-37.816205093291074, 144.93925452017507)"
1540953,Feature Lighting - Lincoln Square,9,,Pole: Multiple Fixed,-37.8023816350292,144.96303454039122,"(-37.8023816350292, 144.96303454039122)"
1541118,Feature Lighting - Victoria Harbour,2,14,Pole: Multiple Fixed,-37.81593008909404,144.93951827285446,"(-37.81593008909404, 144.93951827285446)"
1347572,Feature Lighting - Docklands,1,,Building Facade,-37.82137696855674,144.9332836678823,"(-37.82137696855674, 144.9332836678823)"
1543914,Feature Lighting - Little Bourke Street between Exhibition Street and Russell Street,9,,Pole: Multiple Fixed,-37.81139499855878,144.96916422139319,"(-37.81139499855878, 144.96916422139319)"
1543377,Feature Lighting - Northbank between Banana Alley and Southbank Pedestrian Bridge,2,14,Pole: Multiple Fixed,-37.81956940809722,144.96365368831295,"(-37.81956940809722, 144.96365368831295)"
1548050,Feature Lighting - Fitzroy Gardens,1,20,Bollard,-37.81144884293843,144.98161694205717,"(-37.81144884293843, 144.98161694205717)"
1543911,Feature Lighting - Swanston Street between A'Beckett Street and Franklin Street,9,,Pole: Multiple Fixed,-37.807884543153975,144.96289969879007,"(-37.807884543153975, 144.96289969879007)"
1542553,Feature Lighting -,9,,Pole: Multiple Fixed,-37.822791517086756,144.94678753551023,"(-37.822791517086756, 144.94678753551023)"
1487871,Feature Lighting - Docklands,,,,-37.815919349936486,144.93930098401327,"(-37.815919349936486, 144.93930098401327)"
1544709,Feature Lighting - Parliament Gardens,9,,Pole: Multiple Fixed,-37.80974580957727,144.97352063655438,"(-37.80974580957727, 144.97352063655438)"
1541722,Feature Lighting -,13,35,Pole: Multiple Fixed,-37.8235211006373,144.94736445534767,"(-37.8235211006373, 144.94736445534767)"
1544439,Feature Lighting - Victoria Green,9,,Pole: Multiple Fixed,-37.82021103692537,144.94513568783802,"(-37.82021103692537, 144.94513568783802)"
1542349,Feature Lighting - Swanston Street between A'Beckett Street and Franklin Street,9,,Pole: Multiple Fixed,-37.80810812265274,144.96302118236724,"(-37.80810812265274, 144.96302118236724)"
1502837,Feature Lighting - Southbank,,125,Wall,-37.819842605974465,144.96684286427887,"(-37.819842605974465, 144.96684286427887)"
1347459,Feature Lighting - Docklands,3,36,Parapet,-37.817717998569044,144.94981996575422,"(-37.817717998569044, 144.94981996575422)"
1539529,Feature Lighting - Victoria Harbour,13,70,Pole: Multiple Fixed,-37.81831756800546,144.94468563100625,"(-37.81831756800546, 144.94468563100625)"
1541023,Feature Lighting - Intersection of Bourke Street and Wurundjeri Way,9,,Pole: Multiple Fixed,-37.81813477554753,144.9504254758168,"(-37.81813477554753, 144.9504254758168)"
1544849,Feature Lighting - Docklands Park,13,14,Pole: Multiple Fixed,-37.820169893728604,144.9463753402093,"(-37.820169893728604, 144.9463753402093)"
1502795,Feature Lighting - Southbank,,70,Pole: Multiple Fixed,-37.81988240290132,144.9668199603448,"(-37.81988240290132, 144.9668199603448)"
1348276,Feature Lighting - Docklands,1,,Canopy,-37.81760254279672,144.95166860933605,"(-37.81760254279672, 144.95166860933605)"
1540123,Feature Lighting - Southbank Pedestrian Bridge between Southbank Promenade and Flinders Walk,,,,-37.819548038230785,144.96511770791992,"(-37.819548038230785, 144.96511770791992)"
1539980,Feature Lighting - Docklands Drive between Harbour Esplanade and Saint Mangos Lane,1,50,Pole: Multiple Fixed,-37.813420427568225,144.94135913837505,"(-37.813420427568225, 144.94135913837505)"
1540378,Feature Lighting - Enterprize Park,9,5,Pole: Multiple Fixed,-37.82033237914651,144.9605358409606,"(-37.82033237914651, 144.9605358409606)"
1543721,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.81912938029826,144.97437374143436,"(-37.81912938029826, 144.97437374143436)"
1544432,Feature Lighting - Newquay Promenade between Saint Mangos Lane and Rakaia Way,1,50,Pole: Multiple Fixed,-37.81504534160386,144.94134421456783,"(-37.81504534160386, 144.94134421456783)"
1346955,Feature Lighting - Docklands,1,,Canopy,-37.81761880665455,144.95121629425998,"(-37.81761880665455, 144.95121629425998)"
1542824,Feature Lighting -,12,,Pole: Multiple Fixed,-37.823929923837575,144.94736704843106,"(-37.823929923837575, 144.94736704843106)"
1542968,Feature Lighting - Webb Bridge between North Wharf Road and River Esplanade,12,,Pole: Multiple Fixed,-37.82345747326811,144.9473470096636,"(-37.82345747326811, 144.9473470096636)"
1347352,Feature Lighting - Docklands,5,70,Inground,-37.82473841181423,144.9469515869737,"(-37.82473841181423, 144.9469515869737)"
1348294,Feature Lighting - Docklands,5,70,Inground,-37.824471854182505,144.94536770578716,"(-37.824471854182505, 144.94536770578716)"
1541814,Feature Lighting -,13,35,Pole: Multiple Fixed,-37.8232281450734,144.94720563629005,"(-37.8232281450734, 144.94720563629005)"
1347291,Feature Lighting - Docklands,3,36,Parapet,-37.817535725527215,144.94981107037793,"(-37.817535725527215, 144.94981107037793)"
1348296,Feature Lighting - Docklands,5,70,Inground,-37.82431331754719,144.94516101581223,"(-37.82431331754719, 144.94516101581223)"
1540634,Feature Lighting -,13,70,Pole: Multiple Fixed,-37.81774112847148,144.94550897411307,"(-37.81774112847148, 144.94550897411307)"
1543468,Feature Lighting - Australian Wharf between Webb Bridge and Collins Landing,9,,Pole: Multiple Fixed,-37.822383424753596,144.94534366517277,"(-37.822383424753596, 144.94534366517277)"
1543347,Feature Lighting -,,,,-37.82498801452582,144.94710123643145,"(-37.82498801452582, 144.94710123643145)"
1346441,Feature Lighting - Docklands,,,,-37.81828901713235,144.9448057250748,"(-37.81828901713235, 144.9448057250748)"
1543624,Feature Lighting - Australian Wharf between Webb Bridge and Collins Landing,9,,Pole: Multiple Fixed,-37.82264739199966,144.94642856874486,"(-37.82264739199966, 144.94642856874486)"
1487816,Feature Lighting - Docklands,,,,-37.81423593171386,144.9431195186739,"(-37.81423593171386, 144.9431195186739)"
1502828,Feature Lighting - Southbank,,,Stairs,-37.8200181486779,144.96703560390222,"(-37.8200181486779, 144.96703560390222)"
1347764,Feature Lighting - Docklands,3,21,Inground,-37.82460552527598,144.94550663602934,"(-37.82460552527598, 144.94550663602934)"
1347251,Feature Lighting - Docklands,1,,Bridge Beam,-37.817638300519,144.94970724210893,"(-37.817638300519, 144.94970724210893)"
1540333,Feature Lighting - Enterprize Park,9,200,Pole: Multiple Fixed,-37.8201868439961,144.9599969386748,"(-37.8201868439961, 144.9599969386748)"
1542807,Feature Lighting -,12,,Pole: Multiple Fixed,-37.82278621739076,144.94709398893005,"(-37.82278621739076, 144.94709398893005)"
1487813,Feature Lighting - Docklands,,,,-37.81427650844949,144.94319889224053,"(-37.81427650844949, 144.94319889224053)"
1544735,Feature Lighting - Webb Bridge between North Wharf Road and River Esplanade,12,,Pole: Multiple Fixed,-37.82286203912016,144.9471574713493,"(-37.82286203912016, 144.9471574713493)"
1347784,Feature Lighting - Docklands,5,35,Inground,-37.815301560977,144.94060098349718,"(-37.815301560977, 144.94060098349718)"
1347656,Feature Lighting - Docklands,1,50,Inground,-37.81529454953477,144.9443181972326,"(-37.81529454953477, 144.9443181972326)"
1542567,Feature Lighting -,9,,Pole: Multiple Fixed,-37.82276283182407,144.94679711893744,"(-37.82276283182407, 144.94679711893744)"
1542274,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.81847428262163,144.97379118541062,"(-37.81847428262163, 144.97379118541062)"
1541003,Feature Lighting - Seafarers Rest,2,14,Pole: Multiple Fixed,-37.822916843604645,144.9514889716899,"(-37.822916843604645, 144.9514889716899)"
1348163,Feature Lighting - Docklands,5,70,Inground,-37.82434149131626,144.94541990109929,"(-37.82434149131626, 144.94541990109929)"
1541524,Feature Lighting - Southbank Pedestrian Bridge between Southbank Promenade and Flinders Walk,3,14,Pole: Multiple Fixed,-37.8198499569466,144.9651306867434,"(-37.8198499569466, 144.9651306867434)"
1347548,Feature Lighting - Docklands,5,70,Inground,-37.8151510929702,144.94164414565688,"(-37.8151510929702, 144.94164414565688)"
1346884,Feature Lighting - Docklands,1,,Canopy,-37.817783422359206,144.95068075381164,"(-37.817783422359206, 144.95068075381164)"
1541688,Feature Lighting -,13,35,Pole: Multiple Fixed,-37.823066734483135,144.94726737810814,"(-37.823066734483135, 144.94726737810814)"
1543628,Feature Lighting - Australian Wharf between Webb Bridge and Collins Landing,9,,Pole: Multiple Fixed,-37.822653959661174,144.94642956635545,"(-37.822653959661174, 144.94642956635545)"
1540215,Feature Lighting - Manningham Street between Church Street and Lennon Street,,14,Pole: Multiple Fixed,-37.786831808733226,144.94186587628144,"(-37.786831808733226, 144.94186587628144)"
1539919,Feature Lighting - Harbour Esplanade between Bourke Street and La Trobe Street,13,70,Pole: Multiple Fixed,-37.818676164633594,144.9460398070764,"(-37.818676164633594, 144.9460398070764)"
1543400,Feature Lighting - Upfield Railway,9,,Pole: Multiple Fixed,-37.786906333333754,144.94168028244212,"(-37.786906333333754, 144.94168028244212)"
1348223,Feature Lighting - Docklands,5,70,Inground,-37.824369176030906,144.944724453934,"(-37.824369176030906, 144.944724453934)"
1542816,Feature Lighting -,12,,Pole: Multiple Fixed,-37.82386019679607,144.9473835684709,"(-37.82386019679607, 144.9473835684709)"
1541519,Feature Lighting - Southbank Pedestrian Bridge between Southbank Promenade and Flinders Walk,2,125,Pole: Multiple Fixed,-37.8198224126864,144.9649831652421,"(-37.8198224126864, 144.9649831652421)"
1347478,Feature Lighting - Docklands,1,,Inground,-37.81548360739128,144.93980872518534,"(-37.81548360739128, 144.93980872518534)"
1539593,Feature Lighting - Victoria Harbour,9,,Pole: Multiple Fixed,-37.81534920703347,144.94107563799298,"(-37.81534920703347, 144.94107563799298)"
1541419,Feature Lighting - Docklands Park,13,14,Pole: Multiple Fixed,-37.82023027903455,144.94636058804969,"(-37.82023027903455, 144.94636058804969)"
1541497,Feature Lighting - Queensbridge Square between Queens Bridge Street and Southbank Boulevard,13,14,Pole: Multiple Fixed,-37.82144433016132,144.96160224078565,"(-37.82144433016132, 144.96160224078565)"
1347187,Feature Lighting - Docklands,5,70,Inground,-37.82018561079434,144.94991424064915,"(-37.82018561079434, 144.94991424064915)"
1542162,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.819007732717196,144.9731330573479,"(-37.819007732717196, 144.9731330573479)"
1544298,Feature Lighting - Swanston Street between Little Lonsdale Street and La Trobe Street,9,,Pole: Multiple Fixed,-37.810198643869754,144.9642014345647,"(-37.810198643869754, 144.9642014345647)"
1348359,Feature Lighting - Docklands,5,70,Inground,-37.8250965593305,144.94706239541893,"(-37.8250965593305, 144.94706239541893)"
1539661,Feature Lighting - Victoria Harbour Promenade between Enterprize Way and Cumberland Street,9,,Pole: Multiple Fixed,-37.819174030583085,144.9434721199795,"(-37.819174030583085, 144.9434721199795)"
1347985,Feature Lighting - Docklands,5,70,Inground,-37.82423879262644,144.94447347193767,"(-37.82423879262644, 144.94447347193767)"
1502959,Feature Lighting - Northbank,,,,-37.819320773881294,144.9645396916947,"(-37.819320773881294, 144.9645396916947)"
1348014,Feature Lighting - Docklands,5,70,Inground,-37.82489404717757,144.94550575745765,"(-37.82489404717757, 144.94550575745765)"
1487803,Feature Lighting - Docklands,,,,-37.81395785644906,144.94417650401485,"(-37.81395785644906, 144.94417650401485)"
1346767,Feature Lighting - Docklands,1,,Building Facade,-37.82100161218106,144.93270408805435,"(-37.82100161218106, 144.93270408805435)"
1348340,Feature Lighting - Docklands,1,20,Tree,-37.81316032479158,144.9420403090685,"(-37.81316032479158, 144.9420403090685)"
1346659,Feature Lighting - Docklands,5,70,Bridge Beam,-37.82402728932704,144.94792296753724,"(-37.82402728932704, 144.94792296753724)"
1540453,Feature Lighting - Collins Street between Spencer Street and Batmans Hill Drive,13,70,Pole: Multiple Fixed,-37.81982688252807,144.9519120839714,"(-37.81982688252807, 144.9519120839714)"
1541948,Feature Lighting -,,,Pole: Multiple Fixed,-37.8239269472126,144.95199487545548,"(-37.8239269472126, 144.95199487545548)"
1539792,Feature Lighting - Southbank Promenade between Riverside Avenue and Southgate Avenue,13,70,Pole: Multiple Fixed,-37.820080143941674,144.96550138849997,"(-37.820080143941674, 144.96550138849997)"
1544249,Feature Lighting -,12,,Pole: Multiple Fixed,-37.82386564361044,144.9471638448484,"(-37.82386564361044, 144.9471638448484)"
1544745,Feature Lighting - Lorimer Street between Montague Street and Westgate Freeway,13,70,Pole: Multiple Fixed,-37.825127348204546,144.94733970762857,"(-37.825127348204546, 144.94733970762857)"
1541421,Feature Lighting - Docklands Park,13,14,Pole: Multiple Fixed,-37.820208031838945,144.94633376596312,"(-37.820208031838945, 144.94633376596312)"
1543216,Feature Lighting - Lennon Street from Manningham Street,9,,Pole: Multiple Fixed,-37.78693620331096,144.94148504967606,"(-37.78693620331096, 144.94148504967606)"
1540246,Feature Lighting - Melbourne - Clifton Hill Railway,,,Pole: Multiple Fixed,-37.81657317361636,144.98513057824016,"(-37.81657317361636, 144.98513057824016)"
1544228,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.81901514856352,144.97306466101853,"(-37.81901514856352, 144.97306466101853)"
1347958,Feature Lighting - Docklands,1,50,Inground,-37.82509782528123,144.94624261091172,"(-37.82509782528123, 144.94624261091172)"
1544321,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.81923678558,144.97440708173488,"(-37.81923678558, 144.97440708173488)"
1541635,Feature Lighting - Lonsdale Street between Russell Street and Swanston Street,9,,Pole: Multiple Fixed,-37.810950497409095,144.966807067381,"(-37.810950497409095, 144.966807067381)"
1346643,Feature Lighting - Docklands,3,36,Parapet,-37.817777816446934,144.9492066433615,"(-37.817777816446934, 144.9492066433615)"
1540270,Feature Lighting - Intersection of Market Street and Flinders Street,13,100,Pole: Multiple Fixed,-37.819435732132504,144.9610081314698,"(-37.819435732132504, 144.9610081314698)"
1540562,Feature Lighting -,9,10,Pole: Multiple Fixed,-37.82394834176352,144.94743258977192,"(-37.82394834176352, 144.94743258977192)"
1541092,Feature Lighting - NewQuay Promenade between Doepel Way and Pearl River Road,9,,Pole: Multiple Fixed,-37.815530674711304,144.93999436495656,"(-37.815530674711304, 144.93999436495656)"
1542583,Feature Lighting -,9,,Pole: Multiple Fixed,-37.82273867577946,144.9468051891951,"(-37.82273867577946, 144.9468051891951)"
1542613,Feature Lighting -,9,,Pole: Multiple Fixed,-37.82267674400592,144.9462176123851,"(-37.82267674400592, 144.9462176123851)"
1541850,Feature Lighting -,,,Pole: Multiple Fixed,-37.82379906807938,144.95211501078273,"(-37.82379906807938, 144.95211501078273)"
1542308,Feature Lighting - Swanston Street between Little Lonsdale Street and La Trobe Street,9,,Pole: Multiple Fixed,-37.81031345201958,144.96403599091573,"(-37.81031345201958, 144.96403599091573)"
1347697,Feature Lighting - Docklands,5,70,Inground,-37.82476008587554,144.94709272683298,"(-37.82476008587554, 144.94709272683298)"
1347084,Feature Lighting - Docklands,1,,Inground,-37.81447374650833,144.94287566280016,"(-37.81447374650833, 144.94287566280016)"
1544806,Feature Lighting - Newquay Promenade between Saint Mangos Lane and Aquitania Way,9,,Pole: Multiple Fixed,-37.814607225397516,144.9426712465937,"(-37.814607225397516, 144.9426712465937)"
1543839,Feature Lighting - Intersection of Lonsdale Street and Russell Street,13,14,Pole: Multiple Fixed,-37.8108318307013,144.96705114839472,"(-37.8108318307013, 144.96705114839472)"
1348384,Feature Lighting - Docklands,5,70,Inground,-37.8193483179776,144.95358428216002,"(-37.8193483179776, 144.95358428216002)"
1541827,Feature Lighting -,,,Pole: Multiple Fixed,-37.82351068026162,144.95198073175612,"(-37.82351068026162, 144.95198073175612)"
1544433,Feature Lighting - Saint Mangos Lane between Caravel Lane and Newquay Promenade,9,,Pole: Multiple Fixed,-37.81479439228772,144.94172207434568,"(-37.81479439228772, 144.94172207434568)"
1541998,Feature Lighting - Parliament Gardens,9,,Pole: Multiple Fixed,-37.809756404930695,144.97353672980242,"(-37.809756404930695, 144.97353672980242)"
1347724,Feature Lighting - Docklands,3,36,Parapet,-37.81759956127619,144.95031192569007,"(-37.81759956127619, 144.95031192569007)"
1544778,Feature Lighting - River Esplanade between Webb Bridge and Swinging Basin Lane,,,,-37.82465928003731,144.94568635372752,"(-37.82465928003731, 144.94568635372752)"
1541772,Feature Lighting -,13,35,Pole: Multiple Fixed,-37.823758570396,144.94741336188986,"(-37.823758570396, 144.94741336188986)"
1543712,Feature Lighting - Intersection of Lonsdale Street and Russell Street,13,14,Pole: Multiple Fixed,-37.81084030688054,144.96726036069504,"(-37.81084030688054, 144.96726036069504)"
1541597,Feature Lighting - Intersection of Lonsdale Street and Russell Street,13,14,Pole: Multiple Fixed,-37.810847723546665,144.96705919502588,"(-37.810847723546665, 144.96705919502588)"
1540312,Feature Lighting - Intersection of Flinders Street and Queens Bridge,,100,Pole: Multiple Fixed,-37.81990398617395,144.96066212649967,"(-37.81990398617395, 144.96066212649967)"
1544796,Feature Lighting - Waterview Walk between Bourke Street and Batmans Hill Drive,1,,,-37.81918674170921,144.9470372867705,"(-37.81918674170921, 144.9470372867705)"
1540012,Feature Lighting - Aquitania Way between Caravel Lane and Newquay Promenade,13,70,Pole: Multiple Fixed,-37.81413754834111,144.94266690590223,"(-37.81413754834111, 144.94266690590223)"
1539763,Feature Lighting -,,,,-37.81961936116703,144.9651513068309,"(-37.81961936116703, 144.9651513068309)"
1540230,Feature Lighting - Birrarung Marr,,35,Pole: Multiple Fixed,-37.81853682442819,144.97386597093472,"(-37.81853682442819, 144.97386597093472)"
1540983,Feature Lighting - Seafarers Rest,2,14,Pole: Multiple Fixed,-37.82294438667979,144.95166465637507,"(-37.82294438667979, 144.95166465637507)"
1543173,Feature Lighting - Upfield Railway,9,,Pole: Multiple Fixed,-37.786870253272525,144.94174547541766,"(-37.786870253272525, 144.94174547541766)"
1544623,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.81820382353748,144.97355236055938,"(-37.81820382353748, 144.97355236055938)"
1542582,Feature Lighting -,9,,Pole: Multiple Fixed,-37.822740185549094,144.94680468479942,"(-37.822740185549094, 144.94680468479942)"
1347971,Feature Lighting - Docklands,5,35,Inground,-37.817239108231455,144.9454493609739,"(-37.817239108231455, 144.9454493609739)"
1347235,Feature Lighting - Docklands,1,50,Inground,-37.82498799690769,144.94710125967595,"(-37.82498799690769, 144.94710125967595)"
1544385,Feature Lighting -,13,35,Pole: Multiple Fixed,-37.82318763548055,144.94730168255742,"(-37.82318763548055, 144.94730168255742)"
1542815,Feature Lighting -,12,,Pole: Multiple Fixed,-37.82385159743587,144.9473864468834,"(-37.82385159743587, 144.9473864468834)"
1539826,Feature Lighting - Aquitania Way between Caravel Lane and Newquay Promenade,13,70,Pole: Multiple Fixed,-37.81404962356246,144.94253451072436,"(-37.81404962356246, 144.94253451072436)"
1542793,Feature Lighting -,12,,Pole: Multiple Fixed,-37.822916134493184,144.9471333432418,"(-37.822916134493184, 144.9471333432418)"
1540525,Feature Lighting - Collins Street between Spencer Street and Batmans Hill Drive,13,70,Pole: Multiple Fixed,-37.8198587663064,144.95104088905612,"(-37.8198587663064, 144.95104088905612)"
1541509,Feature Lighting - Flinders Walk between Banana Alley and Southbank Pedestrian Bridge,13,14,Pole: Multiple Fixed,-37.819271524676545,144.96514812110232,"(-37.819271524676545, 144.96514812110232)"
1543177,Feature Lighting - Upfield Railway,9,,Pole: Multiple Fixed,-37.78691354935944,144.941667243839,"(-37.78691354935944, 144.941667243839)"
1539417,Feature Lighting -,13,70,Pole: Multiple Fixed,-37.82439769083833,144.94593548369195,"(-37.82439769083833, 144.94593548369195)"
1544271,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.818545455962095,144.9738540343366,"(-37.818545455962095, 144.9738540343366)"
1346711,Feature Lighting - Docklands,5,70,Inground,-37.815308679242825,144.94525884608635,"(-37.815308679242825, 144.94525884608635)"
1540838,Feature Lighting - St Kilda Road between Yarra River and Southbank Boulevard,13,150,Pole: Multiple Fixed,-37.82178221118155,144.96911675662327,"(-37.82178221118155, 144.96911675662327)"
1539257,Feature Lighting - Charles Grimes Bridge between Wurundjeri Way and Montague Street,13,70,Pole: Multiple Fixed,-37.824056502165654,144.94818339198966,"(-37.824056502165654, 144.94818339198966)"
1348321,Feature Lighting - Docklands,1,,Building Facade,-37.8212452112903,144.93222395586278,"(-37.8212452112903, 144.93222395586278)"
1539964,Feature Lighting - Rakaia Way between Caravel Lane and Newquay Promenade,9,,Pole: Multiple Fixed,-37.815002196569424,144.9412474938556,"(-37.815002196569424, 144.9412474938556)"
1502914,Feature Lighting - Southbank Pedestrian Bridge,,,Inground,-37.81954778546085,144.9651656553162,"(-37.81954778546085, 144.9651656553162)"
1541973,Feature Lighting - South Wharf Promenade,,,Pole: Multiple Fixed,-37.824214642303104,144.95212790751597,"(-37.824214642303104, 144.95212790751597)"
1543189,Feature Lighting - Upfield Railway,9,,Pole: Multiple Fixed,-37.787065085095605,144.94139343259639,"(-37.787065085095605, 144.94139343259639)"
1539334,Feature Lighting - Newquay Promenade between Saint Mangos Lane and Aquitania Way,9,,Pole: Multiple Fixed,-37.81480014675105,144.94214925962876,"(-37.81480014675105, 144.94214925962876)"
1544602,Feature Lighting - Victoria Harbour,9,,Pole: Multiple Fixed,-37.815198004243875,144.94427785275346,"(-37.815198004243875, 144.94427785275346)"
1346368,Feature Lighting - Docklands,,,,-37.81856931402345,144.94428557933767,"(-37.81856931402345, 144.94428557933767)"
1539884,Feature Lighting - Newquay Promenade between Saint Mangos Lane and Aquitania Way,9,,Pole: Multiple Fixed,-37.81469299931494,144.94236079555188,"(-37.81469299931494, 144.94236079555188)"
1346637,Feature Lighting - Docklands,5,70,Inground,-37.81534226868299,144.94512318975737,"(-37.81534226868299, 144.94512318975737)"
1347990,Feature Lighting - Docklands,1,,Inground,-37.81487671916843,144.94105742487199,"(-37.81487671916843, 144.94105742487199)"
1539385,Feature Lighting - Southbank Pedestrian Bridge between Southbank Promenade and Flinders Walk,,,,-37.819786401815506,144.9651178640167,"(-37.819786401815506, 144.9651178640167)"
1541492,Feature Lighting - Queensbridge Square between Queens Bridge Street and Southbank Boulevard,13,14,Pole: Multiple Fixed,-37.82139242087941,144.96160224078687,"(-37.82139242087941, 144.96160224078687)"
1542194,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.818168170348294,144.97344980600306,"(-37.818168170348294, 144.97344980600306)"
1347502,Feature Lighting - Docklands,1,20,Bollard,-37.82390397926762,144.94744408925465,"(-37.82390397926762, 144.94744408925465)"
1540091,Feature Lighting - Newquay Promenade between Rakaia Way and Dopel Way,9,,Pole: Multiple Fixed,-37.8151923409826,144.94101024864628,"(-37.8151923409826, 144.94101024864628)"
1539869,Feature Lighting - Newquay Promenade between Saint Mangos Lane and Aquitania Way,9,,Pole: Multiple Fixed,-37.81482584271304,144.9419437338526,"(-37.81482584271304, 144.9419437338526)"
1541240,Feature Lighting - Little Bourke Street between Exhibition Street and Russell Street,13,14,Pole: Multiple Fixed,-37.81117193742885,144.96990635989337,"(-37.81117193742885, 144.96990635989337)"
1544266,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.81896579889063,144.9741683760561,"(-37.81896579889063, 144.9741683760561)"
1541011,Feature Lighting - Spencer Street Railway,3,,Pole: Multiple Fixed,-37.81805637839071,144.9507406353725,"(-37.81805637839071, 144.9507406353725)"
1348375,Feature Lighting - Docklands,5,70,Inground,-37.823423573114894,144.9430549118168,"(-37.823423573114894, 144.9430549118168)"
1487783,Feature Lighting - Docklands,,,,-37.81510764858895,144.9415643098521,"(-37.81510764858895, 144.9415643098521)"
1544839,Feature Lighting - Riverside Quay Reserve,9,,Pole: Multiple Fixed,-37.820940067022875,144.9643769860117,"(-37.820940067022875, 144.9643769860117)"
1347253,Feature Lighting - Docklands,1,500,Building Facade,-37.81683735786516,144.94346206661976,"(-37.81683735786516, 144.94346206661976)"
1542480,Feature Lighting - Birrarung Marr,9,,Pole: Multiple Fixed,-37.819270538010045,144.97449902872663,"(-37.819270538010045, 144.97449902872663)"
1502798,Feature Lighting - Southbank,,70,Pole: Multiple Fixed,-37.81990097052859,144.96667403839004,"(-37.81990097052859, 144.96667403839004)"
1543574,Feature Lighting - Australian Wharf between Webb Bridge and Collins Landing,9,,Pole: Multiple Fixed,-37.82262327109075,144.94635523637004,"(-37.82262327109075, 144.94635523637004)"
1543132,Feature Lighting - Webb Bridge between North Wharf Road and River Esplanade,12,,Pole: Multiple Fixed,-37.823951426551346,144.9473173861738,"(-37.823951426551346, 144.9473173861738)"
1347282,Feature Lighting - Docklands,1,,Canopy,-37.817351293275486,144.95253842092973,"(-37.817351293275486, 144.95253842092973)"
1346578,Feature Lighting - Docklands,3,36,Parapet,-37.81762513588933,144.9488934262576,"(-37.81762513588933, 144.9488934262576)"
1346980,Feature Lighting - Docklands,1,,Bridge Beam,-37.82106550781638,144.9544603924498,"(-37.82106550781638, 144.9544603924498)"
1346820,Feature Lighting - Docklands,1,,Canopy,-37.81765569973253,144.9510888376545,"(-37.81765569973253, 144.9510888376545)"
1544848,Feature Lighting - Swanston Street between Flinders Lane and Collins Street,13,14,Pole: Multiple Fixed,-37.816355987533846,144.9671128392046,"(-37.816355987533846, 144.9671128392046)"
1347038,Feature Lighting - Docklands,1,,Inground,-37.824797229064174,144.94733960725094,"(-37.824797229064174, 144.94733960725094)"
1347542,Feature Lighting - Docklands,5,70,Inground,-37.814049614555685,144.9425345110085,"(-37.814049614555685, 144.9425345110085)"
1487645,Feature Lighting - Docklands,,,,-37.82019782301921,144.94484499756217,"(-37.82019782301921, 144.94484499756217)"
1541852,Feature Lighting -,,,Pole: Multiple Fixed,-37.823819667204084,144.95212460218414,"(-37.823819667204084, 144.95212460218414)"
