Census year	Block ID	Property ID	Base property ID	Street address	CLUE small area	Trading name	Industry (ANZSIC4) code	Industry (ANZSIC4) description	Seating type	Number of seats	xcoord	ycoord	Location				
2017	85	109303	109303	289-299 Swanston Street	Melbourne (CBD)	Guzman Y Gomez Swanston Street	4511	Cafes and Restaurants	Seats - Outdoor	32	144.9642637	-37.8112271	"(-37.8112271, 144.9642637)"				
2017	85	105746	105746	183-265 La Trobe Street	Melbourne (CBD)	Equinox Bar Restaurant	4511	Cafes and Restaurants	Seats - Indoor	65	144.9630189	-37.81073331	"(-37.81073331, 144.9630189)"				
2017	6	578323	573333	2 Swanston Street	Melbourne (CBD)	Time Out Cafe	4511	Cafes and Restaurants	Seats - Indoor	60	144.9699175	-37.81784465	"(-37.81784465, 144.9699175)"				
2017	424	109710	109710	315 Victoria Street	West Melbourne (Residential)	The Bodega	4520	"Pubs, Taverns and Bars"	Seats - Indoor	20	144.9510475	-37.80556768	"(-37.80556768, 144.9510475)"				
2017	65	105698	105698	269-321 Lonsdale Street	Melbourne (CBD)	Becasse Bakery	4511	Cafes and Restaurants	Seats - Indoor	66	144.9638386	-37.81245199	"(-37.81245199, 144.9638386)"				
2017	432	108443	108443	42-50 Rosslyn Street	West Melbourne (Residential)	8 Beans Cafe	4512	Takeaway Food Services	Seats - Outdoor	12	144.9525725	-37.80739774	"(-37.80739774, 144.9525725)"				
2017	48	106559	106559	20 Meyers Place	Melbourne (CBD)	Waiters Restaurant	4511	Cafes and Restaurants	Seats - Indoor	55	144.9723505	-37.81207814	"(-37.81207814, 144.9723505)"				
2017	644	109668	109668	92-106 Victoria Parade	East Melbourne	East Side Story Bar + Cafe	4511	Cafes and Restaurants	Seats - Outdoor	36	144.9748871	-37.80862592	"(-37.80862592, 144.9748871)"				
2017	62	105860	105860	562-566 Little Bourke Street	Melbourne (CBD)	Melbourne Hwaro Korean BBQ Restaurant	4511	Cafes and Restaurants	Seats - Outdoor	12	144.9556694	-37.81501703	"(-37.81501703, 144.9556694)"				
2017	435	107486	107486	85-87 Peel Street	West Melbourne (Residential)	Sate Plus	1174	Bakery Product Manufacturing (Non-factory based)	Seats - Outdoor	24	144.9555843	-37.80619737	"(-37.80619737, 144.9555843)"				
2017	1105	578096	578096	715-727 Bourke Street	Docklands	Cafe Saporo	4511	Cafes and Restaurants	Seats - Outdoor	26	144.9502584	-37.81864992	"(-37.81864992, 144.9502584)"				
2017	804	110542	110484	20-30 Convention Centre Place	Southbank	Gasolina	4511	Cafes and Restaurants	Seats - Indoor	170	144.9523782	-37.82539976	"(-37.82539976, 144.9523782)"				
2017	76	589841	105749	221 Little Lonsdale Street	Melbourne (CBD)	The Cupcake Family	4129	Other Specialised Food Retailing	Seats - Outdoor	12	144.9657034	-37.810658	"(-37.810658, 144.9657034)"				
2017	1	611395	611395	561-581 Flinders Street	Melbourne (CBD)	Di Parsia Pasticceria Cafe	4512	Takeaway Food Services	Seats - Indoor	12	144.9558649	-37.82113126	"(-37.82113126, 144.9558649)"				
2017	78	603923	580091	32-54 Lonsdale Street	Melbourne (CBD)	Madame's Kitchen	4511	Cafes and Restaurants	Seats - Outdoor	36	144.9707325	-37.8091842	"(-37.8091842, 144.9707325)"				
2017	85	105746	105746	183-265 La Trobe Street	Melbourne (CBD)	Asian Beer Cafe	4511	Cafes and Restaurants	Seats - Indoor	687	144.9630189	-37.81073331	"(-37.81073331, 144.9630189)"				
2017	65	105698	105698	269-321 Lonsdale Street	Melbourne (CBD)	Dumplings Plus	4511	Cafes and Restaurants	Seats - Indoor	60	144.9638386	-37.81245199	"(-37.81245199, 144.9638386)"				
2017	658	110266	110266	120 Brunton Avenue	East Melbourne	Spotless Services	4511	Cafes and Restaurants	Seats - Outdoor	175	144.9832828	-37.81992883	"(-37.81992883, 144.9832828)"				
2017	52	612820	636824	181 William Street	Melbourne (CBD)	Little Cupcakes	4512	Takeaway Food Services	Seats - Outdoor	16	144.9573923	-37.81531863	"(-37.81531863, 144.9573923)"				
2017	32	102118	102118	480-490 Collins Street	Melbourne (CBD)	Oaks On Collins	4400	Accommodation	Seats - Indoor	80	144.9579514	-37.8176551	"(-37.8176551, 144.9579514)"				
2017	345	103399	103399	27 Errol Street	North Melbourne	Ferguson Plarre Bakehouse	4512	Takeaway Food Services	Seats - Outdoor	6	144.9490709	-37.80434881	"(-37.80434881, 144.9490709)"				
2017	1104	598658	576023	2-24 Waterview Walk	Docklands	Pizza Hut	4511	Cafes and Restaurants	Seats - Indoor	43	144.9479753	-37.81925128	"(-37.81925128, 144.9479753)"				
2017	15	103942	103942	253-265 Flinders Lane	Melbourne (CBD)	The Organic Food & Wine Deli	4129	Other Specialised Food Retailing	Seats - Outdoor	17	144.9659028	-37.81706291	"(-37.81706291, 144.9659028)"				
2017	246	101693	101693	156-164 Cardigan Street	Carlton	Jokamz	4511	Cafes and Restaurants	Seats - Outdoor	4	144.9656265	-37.80132569	"(-37.80132569, 144.9656265)"				
2017	48	101117	101117	87-91 Bourke Street	Melbourne (CBD)	More Than Fresh	4512	Takeaway Food Services	Seats - Outdoor	5	144.9709029	-37.812234	"(-37.812234, 144.9709029)"				
2017	265	664021	664021	23-37 Cardigan Street	Carlton	Coffee On Cardigan	4511	Cafes and Restaurants	Seats - Indoor	20	144.9639545	-37.80592639	"(-37.80592639, 144.9639545)"				
2017	23	108062	108062	43-51 Queen Street	Melbourne (CBD)	Queen St Espresso	4511	Cafes and Restaurants	Seats - Indoor	25	144.9616143	-37.81773812	"(-37.81773812, 144.9616143)"				
2017	45	101142	101142	309-325 Bourke Street	Melbourne (CBD)	Sushi Monger	4511	Cafes and Restaurants	Seats - Outdoor	12	144.9645323	-37.81445406	"(-37.81445406, 144.9645323)"				
2017	226	108229	108229	178 Rathdowne Street	Carlton	Carlton Fish & Chips	4512	Takeaway Food Services	Seats - Indoor	4	144.9711835	-37.79518777	"(-37.79518777, 144.9711835)"				
2017	13	106438	106438	14-40 Market Street	Melbourne (CBD)	KCL (Koury's Coffee Lounge)	4511	Cafes and Restaurants	Seats - Outdoor	20	144.9611339	-37.81848796	"(-37.81848796, 144.9611339)"				
2017	226	108233	108233	168-170 Rathdowne Street	Carlton	The Olive Jar	4511	Cafes and Restaurants	Seats - Indoor	75	144.9711498	-37.7953809	"(-37.7953809, 144.9711498)"				
2017	53	101182	101182	458-466 Bourke Street	Melbourne (CBD)	Yes Sushi  & Cafe	4512	Takeaway Food Services	Seats - Outdoor	10	144.9599676	-37.81482935	"(-37.81482935, 144.9599676)"				
2017	802	575820	575820	1-9 Freshwater Place	Southbank	Suni Sushi Bar	4511	Cafes and Restaurants	Seats - Indoor	40	144.962154	-37.82167834	"(-37.82167834, 144.962154)"				
2017	439	102962	102962	78-86 Dudley Street	West Melbourne (Residential)	Witches In Britches Pty Ltd	4520	"Pubs, Taverns and Bars"	Seats - Indoor	350	144.952636	-37.80890193	"(-37.80890193, 144.952636)"				
2017	87	103614	103614	311 Exhibition Street	Melbourne (CBD)	Food Stories Chinese Canteen	4511	Cafes and Restaurants	Seats - Indoor	44	144.9687046	-37.80869914	"(-37.80869914, 144.9687046)"				
2017	334	107956	107956	680-684 Queensberry Street	North Melbourne	Queensberry Lunch Bar	4512	Takeaway Food Services	Seats - Indoor	4	144.944795	-37.80234575	"(-37.80234575, 144.944795)"				
2017	15	104010	104010	256-268 Flinders Street	Melbourne (CBD)	Grill'd	4511	Cafes and Restaurants	Seats - Outdoor	84	144.9656264	-37.81760781	"(-37.81760781, 144.9656264)"				
2017	803	111175	110477	8 Whiteman Street	Southbank	Rock Pool Bar & Grill	4511	Cafes and Restaurants	Seats - Indoor	200	144.9586604	-37.82312164	"(-37.82312164, 144.9586604)"				
2017	931	110273	110273	Elliott Avenue	Parkville	Lakeside Bistro And Function Centre	4511	Cafes and Restaurants	Seats - Indoor	118	144.9514349	-37.78428452	"(-37.78428452, 144.9514349)"				
2017	62	105712	105712	525-539 Lonsdale Street	Melbourne (CBD)	Cafe Dominoes	4511	Cafes and Restaurants	Seats - Indoor	98	144.9566434	-37.81427826	"(-37.81427826, 144.9566434)"				
2017	34	102135	102135	344-350 Collins Street	Melbourne (CBD)	Sambal Kampung	4511	Cafes and Restaurants	Seats - Indoor	69	144.962689	-37.81601764	"(-37.81601764, 144.962689)"				
2017	786	602733	110589	1 Phillip Court	Port Melbourne	Subway	4511	Cafes and Restaurants	Seats - Indoor	16	144.920988	-37.82600955	"(-37.82600955, 144.920988)"				
2017	24	102091	102091	351-357 Collins Street	Melbourne (CBD)	Roll'D	4512	Takeaway Food Services	Seats - Indoor	6	144.9627888	-37.81722704	"(-37.81722704, 144.9627888)"				
2017	1108	622439	622439	818-838 Collins Street	Docklands	Le-Nguyen Pho & Bakery Cafe	4511	Cafes and Restaurants	Seats - Indoor	80	144.9450469	-37.82100111	"(-37.82100111, 144.9450469)"				
2017	252	111067	106250	108 Lygon Street	Carlton	Carlton Curry House	4511	Cafes and Restaurants	Seats - Indoor	28	144.9666993	-37.80443778	"(-37.80443778, 144.9666993)"				
2017	6	110655	110655	1-19 Princes Walk	Melbourne (CBD)	Pilgrim	4511	Cafes and Restaurants	Seats - Outdoor	130	144.9689349	-37.81865919	"(-37.81865919, 144.9689349)"				
2017	1103	573400	573400	673-683 La Trobe Street	Docklands	Spicy House	4511	Cafes and Restaurants	Seats - Indoor	50	144.9475368	-37.81486994	"(-37.81486994, 144.9475368)"				
2017	68	105900	105900	40-46 Little Bourke Street	Melbourne (CBD)	Longrain Melbourne	4511	Cafes and Restaurants	Seats - Indoor	150	144.971183	-37.81058999	"(-37.81058999, 144.971183)"				
2017	616	107632	107632	95-101 Powlett Street	East Melbourne	Magnolia Court Boutique Hotel	4400	Accommodation	Seats - Outdoor	12	144.9853031	-37.81337468	"(-37.81337468, 144.9853031)"				
2017	53	101176	101176	494-512 Bourke Street	Melbourne (CBD)	Earl Canteen	4511	Cafes and Restaurants	Seats - Indoor	28	144.9587607	-37.81494883	"(-37.81494883, 144.9587607)"				
2017	131	103978	111287	18-38 Siddeley Street	Docklands	Baraonda	4512	Takeaway Food Services	Seats - Indoor	12	144.9536422	-37.82253633	"(-37.82253633, 144.9536422)"				
2017	760	108638	108638	477-479 St Kilda Road	Melbourne (Remainder)	The Deck Cafe On St Kilda Road	4511	Cafes and Restaurants	Seats - Outdoor	60	144.978556	-37.8418809	"(-37.8418809, 144.978556)"				
2017	252	111066	106250	110 Lygon Street	Carlton	Ying Thai 2	4511	Cafes and Restaurants	Seats - Outdoor	20	144.9666993	-37.80443778	"(-37.80443778, 144.9666993)"				
2017	25	101789	101789	252-254 Flinders Lane	Melbourne (CBD)	Jungle Juice Bar	4512	Takeaway Food Services	Seats - Outdoor	10	144.9655966	-37.8166033	"(-37.8166033, 144.9655966)"				
2017	115	109491	109491	15-21 Therry Street	Melbourne (CBD)	Hotel Ibis	4400	Accommodation	Seats - Indoor	75	144.9614059	-37.80713788	"(-37.80713788, 144.9614059)"				
2017	58	102268	102268	11-25 Crossley Street	Melbourne (CBD)	Becco	4511	Cafes and Restaurants	Seats - Indoor	100	144.9710142	-37.81143018	"(-37.81143018, 144.9710142)"				
2017	245	110987	110987	660-674 Swanston Street	Carlton	Momo Sushi	4512	Takeaway Food Services	Seats - Outdoor	6	144.9642885	-37.80099105	"(-37.80099105, 144.9642885)"				
2017	104	108087	108087	408-416 Queen Street	Melbourne (CBD)	Phancy Cafe & Catering	4511	Cafes and Restaurants	Seats - Indoor	40	144.9585116	-37.80897917	"(-37.80897917, 144.9585116)"				
2017	48	503031	503031	19-23 Meyers Place	Melbourne (CBD)	Loop Project Space & Bar	4520	"Pubs, Taverns and Bars"	Seats - Indoor	30	144.9721078	-37.8121518	"(-37.8121518, 144.9721078)"				
2017	1109	560004	560004	24-42 Newquay Promenade	Docklands	Medici Cafe Bar Restaurant	4511	Cafes and Restaurants	Seats - Indoor	136	144.942139	-37.81434525	"(-37.81434525, 144.942139)"				
2017	34	110669	110669	353-359 Little Collins Street	Melbourne (CBD)	11 Inch Pizza	4512	Takeaway Food Services	Seats - Indoor	14	144.9629844	-37.81570426	"(-37.81570426, 144.9629844)"				
2017	773	560261	560261	50-56 Lorimer Street	Docklands	Hooks @ The Yarra	4511	Cafes and Restaurants	Seats - Indoor	60	144.9476471	-37.82461477	"(-37.82461477, 144.9476471)"				
2017	94	103216	103216	284-294 La Trobe Street	Melbourne (CBD)	Sargon Cafe La Trobe Street	4512	Takeaway Food Services	Seats - Outdoor	6	144.9608495	-37.8100143	"(-37.8100143, 144.9608495)"				
2017	246	559022	559022	111-113 Grattan Street	Carlton	Tigerlily Cafe	4511	Cafes and Restaurants	Seats - Outdoor	18	144.9657698	-37.80081687	"(-37.80081687, 144.9657698)"				
2017	217	106193	106193	368-386 Lygon Street	Carlton	Cinema Nova	5513	Motion Picture Exhibition	Seats - Indoor	30	144.9681789	-37.79803089	"(-37.79803089, 144.9681789)"				
2017	74	104661	104661	115-123 Hardware Street	Melbourne (CBD)	Sea Pier	4512	Takeaway Food Services	Seats - Indoor	18	144.9603936	-37.81210735	"(-37.81210735, 144.9603936)"				
2017	1109	601815	601815	397-407 Docklands Drive	Docklands	Aree Thai	4511	Cafes and Restaurants	Seats - Outdoor	4	144.9401994	-37.81427742	"(-37.81427742, 144.9401994)"				
2017	616	107632	107632	95-101 Powlett Street	East Melbourne	Magnolia Court Boutique Hotel	4400	Accommodation	Seats - Indoor	18	144.9853031	-37.81337468	"(-37.81337468, 144.9853031)"				
2017	803	111175	110477	8 Whiteman Street	Southbank	Lumia Bar	4520	"Pubs, Taverns and Bars"	Seats - Outdoor	30	144.9586604	-37.82312164	"(-37.82312164, 144.9586604)"				
2017	61	105308	105308	203-207 King Street	Melbourne (CBD)	Bar Humbug	4520	"Pubs, Taverns and Bars"	Seats - Indoor	45	144.9549691	-37.81538904	"(-37.81538904, 144.9549691)"				
2017	11	103984	103984	566-580 Flinders Street	Melbourne (CBD)	Five66	4511	Cafes and Restaurants	Seats - Indoor	55	144.9553465	-37.82072034	"(-37.82072034, 144.9553465)"				
2017	77	105751	105751	166-170 Lonsdale Street	Melbourne (CBD)	Goody's Burger House	4511	Cafes and Restaurants	Seats - Indoor	35	144.9673697	-37.8105674	"(-37.8105674, 144.9673697)"				
2017	214	106186	106186	414-422 Lygon Street	Carlton	Astor Hotel	4520	"Pubs, Taverns and Bars"	Seats - Indoor	40	144.9678126	-37.79694555	"(-37.79694555, 144.9678126)"				
2017	216	103094	103094	149 Elgin Street	Carlton	Porcelain Tea Parlour	4511	Cafes and Restaurants	Seats - Indoor	14	144.9697088	-37.79771402	"(-37.79771402, 144.9697088)"				
2017	746	110438	110437	80 Dorcas Street	Southbank	Cafe Clicquot	4511	Cafes and Restaurants	Seats - Indoor	44	144.9662961	-37.83070462	"(-37.83070462, 144.9662961)"				
2017	217	103107	103107	189 Elgin Street	Carlton	Ultimate Coffee Bar	4511	Cafes and Restaurants	Seats - Outdoor	6	144.9682099	-37.79746832	"(-37.79746832, 144.9682099)"				
2017	266	111078	111078	16-26 Orr Street	Carlton	Orr Street Cafe	4511	Cafes and Restaurants	Seats - Indoor	28	144.9654007	-37.8063402	"(-37.8063402, 144.9654007)"				
2017	4	104034	104034	207-361 Flinders Street	Melbourne (CBD)	Pho Flinders	4511	Cafes and Restaurants	Seats - Outdoor	8	144.9654659	-37.81866105	"(-37.81866105, 144.9654659)"				
2017	18	104033	104033	26-30 Flinders Street	Melbourne (CBD)	Felt Restaurant	4511	Cafes and Restaurants	Seats - Indoor	40	144.9735899	-37.81528647	"(-37.81528647, 144.9735899)"				
2017	15	103943	103943	267-275 Flinders Lane	Melbourne (CBD)	The Quarter	4511	Cafes and Restaurants	Seats - Outdoor	28	144.9654844	-37.81710105	"(-37.81710105, 144.9654844)"				
2017	25	102086	102086	271-285 Collins Street	Melbourne (CBD)	Lindt Chocolat Cafe	4511	Cafes and Restaurants	Seats - Outdoor	16	144.9649331	-37.81662781	"(-37.81662781, 144.9649331)"				
2017	1108	631080	631080	807-811 Bourke Street	Docklands	Banoi	4511	Cafes and Restaurants	Seats - Outdoor	24	144.9450661	-37.81970478	"(-37.81970478, 144.9450661)"				
2017	1109	560004	560004	24-42 Newquay Promenade	Docklands	Vacant	0	Vacant Space	Seats - Outdoor	50	144.942139	-37.81434525	"(-37.81434525, 144.942139)"				
2017	54	104654	104654	27-31 Hardware Lane	Melbourne (CBD)	Affogato	4511	Cafes and Restaurants	Seats - Outdoor	18	144.9612664	-37.81398752	"(-37.81398752, 144.9612664)"				
2017	748	110433	110433	6-8 Dorcas Street	Southbank	Nashi	4511	Cafes and Restaurants	Seats - Outdoor	12	144.9702153	-37.82981139	"(-37.82981139, 144.9702153)"				
2017	51	558316	558316	654-670 Bourke Street	Melbourne (CBD)	Dotspot	4511	Cafes and Restaurants	Seats - Indoor	60	144.9540371	-37.81626998	"(-37.81626998, 144.9540371)"				
2017	618	109995	109995	162-168 Wellington Parade	East Melbourne	Two Fat Indians	4511	Cafes and Restaurants	Seats - Indoor	60	144.9845144	-37.81593696	"(-37.81593696, 144.9845144)"				
2017	74	104661	104661	115-123 Hardware Street	Melbourne (CBD)	Sea Pier	4512	Takeaway Food Services	Seats - Outdoor	6	144.9603936	-37.81210735	"(-37.81210735, 144.9603936)"				
2017	1103	589575	589575	150-170 Harbour Esplanade	Docklands	Broadcast Cafe	4511	Cafes and Restaurants	Seats - Outdoor	80	144.9458827	-37.81566514	"(-37.81566514, 144.9458827)"				
2017	217	106195	106195	364 Lygon Street	Carlton	Seasalt Fish & Sushi Bar	4511	Cafes and Restaurants	Seats - Indoor	43	144.9676437	-37.79828024	"(-37.79828024, 144.9676437)"				
2017	524	106322	106322	501-503 Macaulay Road	Kensington	Joseph Swan Deli	4129	Other Specialised Food Retailing	Seats - Outdoor	12	144.9293517	-37.79452502	"(-37.79452502, 144.9293517)"				
2017	861	102503	102503	161-173 Domain Road	South Yarra	Gilson	4511	Cafes and Restaurants	Seats - Outdoor	42	144.9816996	-37.83431735	"(-37.83431735, 144.9816996)"				
2017	42	110095	101155	555 Bourke Street	Melbourne (CBD)	Goz City	4512	Takeaway Food Services	Seats - Outdoor	8	144.9578132	-37.81636534	"(-37.81636534, 144.9578132)"				
2017	66	105882	105882	212 Little Bourke Street	Melbourne (CBD)	The Crane	4511	Cafes and Restaurants	Seats - Indoor	80	144.9662792	-37.81203484	"(-37.81203484, 144.9662792)"				
2017	503	612530	109449	90-114 Bakehouse Road	Kensington	Kensington Canteen	4512	Takeaway Food Services	Seats - Indoor	28	144.9303643	-37.79956857	"(-37.79956857, 144.9303643)"				
2017	1108	613252	613252	790-814 Collins Street	Docklands	Street Kitchen Co	4511	Cafes and Restaurants	Seats - Indoor	52	144.9458305	-37.821044	"(-37.821044, 144.9458305)"				
2017	1110	618854	618854	380-394 Docklands Drive	Docklands	Cafe Bourgeois	4511	Cafes and Restaurants	Seats - Outdoor	16	144.9411967	-37.81308483	"(-37.81308483, 144.9411967)"				
2017	1108	611367	611367	791-847 Collins Street	Docklands	In A Rush Docklands	4511	Cafes and Restaurants	Seats - Indoor	32	144.9457644	-37.82205739	"(-37.82205739, 144.9457644)"				
2017	67	105682	105682	149-155 Lonsdale Street	Melbourne (CBD)	Dainty Sichuan Food	4511	Cafes and Restaurants	Seats - Indoor	250	144.9680174	-37.81090617	"(-37.81090617, 144.9680174)"				
2017	223	103070	103070	63 Elgin Street	Carlton	Soap Bar	9531	Laundry and Dry-Cleaning Services	Seats - Indoor	20	144.9724194	-37.79790085	"(-37.79790085, 144.9724194)"				
2017	804	623559	110484	2 Convention Centre Place	Southbank	Hilton Melbourne South Wharf	4400	Accommodation	Seats - Outdoor	50	144.9523782	-37.82539976	"(-37.82539976, 144.9523782)"				
2017	68	105672	105672	53-57 Lonsdale Street	Melbourne (CBD)	Bad Boys	4511	Cafes and Restaurants	Seats - Indoor	12	144.9707149	-37.81005686	"(-37.81005686, 144.9707149)"				
2017	103	110139	110139	370-384 William Street	Melbourne (CBD)	Radisson On Flagstaff Gardens	4400	Accommodation	Seats - Outdoor	3	144.9561202	-37.81032314	"(-37.81032314, 144.9561202)"				
2017	607	110011	110011	74 Wellington Parade	East Melbourne	Memoria Cafe	4511	Cafes and Restaurants	Seats - Outdoor	4	144.98763	-37.81638646	"(-37.81638646, 144.98763)"				
2017	524	106322	106322	501-503 Macaulay Road	Kensington	Joseph Swan Deli	4129	Other Specialised Food Retailing	Seats - Indoor	14	144.9293517	-37.79452502	"(-37.79452502, 144.9293517)"				
2017	78	603923	580091	32-54 Lonsdale Street	Melbourne (CBD)	Shuji Sushi	4511	Cafes and Restaurants	Seats - Indoor	40	144.9707325	-37.8091842	"(-37.8091842, 144.9707325)"				
2017	13	106435	106435	21-31 Market Street	Melbourne (CBD)	The Trust	4511	Cafes and Restaurants	Seats - Indoor	450	144.9604206	-37.81864585	"(-37.81864585, 144.9604206)"				
2017	246	106099	106099	163-165 Lygon Street	Carlton	Casa Del Gelato	4512	Takeaway Food Services	Seats - Outdoor	30	144.9664107	-37.80186402	"(-37.80186402, 144.9664107)"				
2017	26	109418	109418	199-209 Collins Street	Melbourne (CBD)	Three Below	4511	Cafes and Restaurants	Seats - Indoor	40	144.9674304	-37.81584777	"(-37.81584777, 144.9674304)"				
2017	1108	613252	613252	790-814 Collins Street	Docklands	Heavy D's Cafe & Sanwich Bar	4511	Cafes and Restaurants	Seats - Indoor	15	144.9458305	-37.821044	"(-37.821044, 144.9458305)"				
2017	1	611394	611394	545-557 Flinders Street	Melbourne (CBD)	Nandos Northbank	4511	Cafes and Restaurants	Seats - Indoor	60	144.9565185	-37.82099397	"(-37.82099397, 144.9565185)"				
2017	85	105746	105746	183-265 La Trobe Street	Melbourne (CBD)	Top Juice	4512	Takeaway Food Services	Seats - Indoor	9	144.9630189	-37.81073331	"(-37.81073331, 144.9630189)"				
2017	357	109824	109824	352-362 Victoria Street	North Melbourne	Little Africa	4512	Takeaway Food Services	Seats - Indoor	16	144.9543386	-37.80537801	"(-37.80537801, 144.9543386)"				
2017	45	105961	105961	304-306 Little Collins Street	Melbourne (CBD)	Gordons Cafe & Bar	4511	Cafes and Restaurants	Seats - Indoor	38	144.9643486	-37.81473293	"(-37.81473293, 144.9643486)"				
2017	31	108968	108968	613-639 Little Collins Street	Melbourne (CBD)	Apna Desi Indian Restaurant & Grocery	4511	Cafes and Restaurants	Seats - Indoor	20	144.9543659	-37.81818484	"(-37.81818484, 144.9543659)"				
2017	131	103978	111287	18-38 Siddeley Street	Docklands	The Wharf Hotel	4520	"Pubs, Taverns and Bars"	Seats - Outdoor	139	144.9536422	-37.82253633	"(-37.82253633, 144.9536422)"				
2017	915	108458	108458	53 Royal Parade	Parkville	Cafe Royale	4511	Cafes and Restaurants	Seats - Indoor	15	144.9575513	-37.79539648	"(-37.79539648, 144.9575513)"				
2017	270	664636	104468	230 Grattan Street	Parkville	Lot#6 Cafe	4511	Cafes and Restaurants	Seats - Outdoor	40	144.9612468	-37.79739836	"(-37.79739836, 144.9612468)"				
2017	252	111061	106250	122 Lygon Street	Carlton	vacant	0	Vacant Space	Seats - Outdoor	8	144.9666993	-37.80443778	"(-37.80443778, 144.9666993)"				
2017	28	102057	102057	1-9 Collins Street	Melbourne (CBD)	Signature Coffee	4511	Cafes and Restaurants	Seats - Outdoor	12	144.9737201	-37.81372701	"(-37.81372701, 144.9737201)"				
2017	1102	611576	611576	1010 La Trobe Street	Docklands	Coffee n' all Customs House	4511	Cafes and Restaurants	Seats - Indoor	80	144.9453402	-37.81453858	"(-37.81453858, 144.9453402)"				
2017	245	109360	109360	680-682 Swanston Street	Carlton	Colourful Yunnan Restaurant	4511	Cafes and Restaurants	Seats - Indoor	150	144.9642366	-37.80062759	"(-37.80062759, 144.9642366)"				
2017	852	101100	101100	Alexandra Avenue	Melbourne (Remainder)	The Terrace	4511	Cafes and Restaurants	Seats - Outdoor	75	144.9803723	-37.83016988	"(-37.83016988, 144.9803723)"				
2017	34	110669	110669	353-359 Little Collins Street	Melbourne (CBD)	The Daily Kitchen	4512	Takeaway Food Services	Seats - Indoor	9	144.9629844	-37.81570426	"(-37.81570426, 144.9629844)"				
2017	43	108068	108068	111-129 Queen Street	Melbourne (CBD)	CQ Bar	4520	"Pubs, Taverns and Bars"	Seats - Indoor	40	144.9606367	-37.81581152	"(-37.81581152, 144.9606367)"				
2017	6	578325	573333	2 Swanston Street	Melbourne (CBD)	Arintji	4511	Cafes and Restaurants	Seats - Indoor	75	144.9699175	-37.81784465	"(-37.81784465, 144.9699175)"				
2017	131	103978	111287	18-38 Siddeley Street	Docklands	Jamps Cafe	4511	Cafes and Restaurants	Seats - Outdoor	11	144.9536422	-37.82253633	"(-37.82253633, 144.9536422)"				
2017	34	102133	102133	360-374 Collins Street	Melbourne (CBD)	360 Brew Bar	4511	Cafes and Restaurants	Seats - Indoor	24	144.9621844	-37.81615528	"(-37.81615528, 144.9621844)"				
2017	375	103810	103810	5-17 Flemington Road	North Melbourne	Little Richard Pizza Bar	4511	Cafes and Restaurants	Seats - Outdoor	18	144.9558713	-37.80140031	"(-37.80140031, 144.9558713)"				
2017	803	111175	110477	8 Whiteman Street	Southbank	Sho Noodles	4511	Cafes and Restaurants	Seats - Indoor	200	144.9586604	-37.82312164	"(-37.82312164, 144.9586604)"				
2017	64	104376	104376	14-20 Goldie Place	Melbourne (CBD)	Word	4520	"Pubs, Taverns and Bars"	Seats - Indoor	72	144.960731	-37.81328585	"(-37.81328585, 144.960731)"				
2017	66	109437	109437	4-12 Tattersalls Lane	Melbourne (CBD)	Gaylord Indian Restaurant	4511	Cafes and Restaurants	Seats - Indoor	100	144.9657704	-37.81206133	"(-37.81206133, 144.9657704)"				
2017	206	106130	106130	255-257 Lygon Street	Carlton	University Cafe	4511	Cafes and Restaurants	Seats - Outdoor	56	144.9668382	-37.79947744	"(-37.79947744, 144.9668382)"				
2017	613	593697	109643	162 Albert Street	East Melbourne	Gourmet Pizza Bar	4511	Cafes and Restaurants	Seats - Outdoor	40	144.9856254	-37.81004657	"(-37.81004657, 144.9856254)"				
2017	67	108581	108581	226-236 Russell Street	Melbourne (CBD)	Seoul House Korean Restaurant	4511	Cafes and Restaurants	Seats - Indoor	150	144.9676444	-37.81098272	"(-37.81098272, 144.9676444)"				
2017	752	110734	110733	100 St Kilda Road	Southbank	Bombini Buzz	4511	Cafes and Restaurants	Seats - Indoor	30	144.9682264	-37.82094188	"(-37.82094188, 144.9682264)"				
2017	65	109298	109298	269 Swanston Street	Melbourne (CBD)	Dumplings Plus	4511	Cafes and Restaurants	Seats - Indoor	115	144.9645747	-37.8119541	"(-37.8119541, 144.9645747)"				
2017	720	108627	108627	415-421 St Kilda Road	Melbourne (Remainder)	Nutrition Bar	4511	Cafes and Restaurants	Seats - Indoor	11	144.9770428	-37.83774553	"(-37.83774553, 144.9770428)"				
2017	434	109697	109697	223 Victoria Street	West Melbourne (Residential)	Dolcetti	4511	Cafes and Restaurants	Seats - Indoor	16	144.9540448	-37.80590009	"(-37.80590009, 144.9540448)"				
2017	6	578325	573333	2 Swanston Street	Melbourne (CBD)	Taxi Riverside	4511	Cafes and Restaurants	Seats - Indoor	120	144.9699175	-37.81784465	"(-37.81784465, 144.9699175)"				
2017	720	108627	108627	415-421 St Kilda Road	Melbourne (Remainder)	Tokyo Sushi Kitchen	4511	Cafes and Restaurants	Seats - Indoor	28	144.9770428	-37.83774553	"(-37.83774553, 144.9770428)"				
2017	85	109311	109311	335-347 Swanston Street	Melbourne (CBD)	Nando's	4511	Cafes and Restaurants	Seats - Outdoor	32	144.9637506	-37.8103651	"(-37.8103651, 144.9637506)"				
