Census year	Block ID	Property ID	Base property ID	Street address	CLUE small area	Trading name	Industry (ANZSIC4) code	Industry (ANZSIC4) description	Seating type	Number of seats	xcoord	ycoord	Location				
2017	42	110095	101155	555 Bourke Street	Melbourne (CBD)	Brioche by Philip	4511	Cafes and Restaurants	Seats - Indoor	29	144.9578132	-37.81636534	"(-37.81636534, 144.9578132)"				
2017	42	101158	101158	573-585 Bourke Street	Melbourne (CBD)	Coffee Logic	4512	Takeaway Food Services	Seats - Outdoor	8	144.9566688	-37.81651427	"(-37.81651427, 144.9566688)"				
2017	55	109285	109285	207-209 Swanston Street	Melbourne (CBD)	Sam Sam	4511	Cafes and Restaurants	Seats - Indoor	21	144.9650387	-37.81289706	"(-37.81289706, 144.9650387)"				
2017	24	110764	110764	310 Flinders Lane	Melbourne (CBD)	Hako	4511	Cafes and Restaurants	Seats - Indoor	65	144.9636828	-37.81726468	"(-37.81726468, 144.9636828)"				
2017	65	105698	105698	269-321 Lonsdale Street	Melbourne (CBD)	Botica	4512	Takeaway Food Services	Seats - Indoor	16	144.9638386	-37.81245199	"(-37.81245199, 144.9638386)"				
2017	52	111282	636824	515 Little Bourke Street	Melbourne (CBD)	Bourke and Willis	4511	Cafes and Restaurants	Seats - Outdoor	40	144.9573923	-37.81531863	"(-37.81531863, 144.9573923)"				
2017	53	110145	110145	170-176 William Street	Melbourne (CBD)	Cafe Lavita On William	4511	Cafes and Restaurants	Seats - Outdoor	25	144.9582309	-37.81492637	"(-37.81492637, 144.9582309)"				
2017	56	108538	108538	163-169 Russell Street	Melbourne (CBD)	Noodle Wizard	4511	Cafes and Restaurants	Seats - Indoor	60	144.9676479	-37.81246709	"(-37.81246709, 144.9676479)"				
2017	1109	573925	573925	55 Newquay Promenade	Docklands	All Smiles	4513	Catering Services	Seats - Indoor	100	144.9414051	-37.8153411	"(-37.8153411, 144.9414051)"				
2017	1108	611367	611367	791-847 Collins Street	Docklands	The Groove Train	4511	Cafes and Restaurants	Seats - Indoor	150	144.9457644	-37.82205739	"(-37.82205739, 144.9457644)"				
2017	369	103498	103498	116-118 Errol Street	North Melbourne	5 Lire	4511	Cafes and Restaurants	Seats - Indoor	30	144.9500956	-37.802235	"(-37.802235, 144.9500956)"				
2017	23	102095	102095	401-403 Collins Street	Melbourne (CBD)	Morgans at 401	4511	Cafes and Restaurants	Seats - Outdoor	30	144.9612229	-37.81739636	"(-37.81739636, 144.9612229)"				
2017	37	102157	102157	90-98 Collins Street	Melbourne (CBD)	Entrecote City	4511	Cafes and Restaurants	Seats - Outdoor	8	144.9702813	-37.8139675	"(-37.8139675, 144.9702813)"				
2017	54	101187	101187	392-406 Bourke Street	Melbourne (CBD)	Ohsso	4511	Cafes and Restaurants	Seats - Indoor	15	144.9617562	-37.81416355	"(-37.81416355, 144.9617562)"				
2017	78	603923	580091	32-54 Lonsdale Street	Melbourne (CBD)	Bluebag	4511	Cafes and Restaurants	Seats - Outdoor	6	144.9707325	-37.8091842	"(-37.8091842, 144.9707325)"				
2017	607	110011	110011	74 Wellington Parade	East Melbourne	Memoria Cafe	4511	Cafes and Restaurants	Seats - Indoor	30	144.98763	-37.81638646	"(-37.81638646, 144.98763)"				
2017	56	101202	101202	206-218 Bourke Street	Melbourne (CBD)	Satu Produk Durian	4511	Cafes and Restaurants	Seats - Indoor	50	144.9668768	-37.81259409	"(-37.81259409, 144.9668768)"				
2017	85	105746	105746	183-265 La Trobe Street	Melbourne (CBD)	Don Don Japanese Restaurant	4511	Cafes and Restaurants	Seats - Indoor	95	144.9630189	-37.81073331	"(-37.81073331, 144.9630189)"				
2017	72	105375	105375	276-282 King Street	Melbourne (CBD)	Golfzoncity	9113	"Sports and Physical Recreation Venues, Grounds and Facilities Operation"	Seats - Indoor	36	144.9548222	-37.81349786	"(-37.81349786, 144.9548222)"				
2017	260	103276	103276	614-616 Elizabeth Street	Carlton	The Last Jar	4520	"Pubs, Taverns and Bars"	Seats - Indoor	90	144.9589387	-37.80389369	"(-37.80389369, 144.9589387)"				
2017	217	106193	106193	368-386 Lygon Street	Carlton	Brunetti Carlton	4511	Cafes and Restaurants	Seats - Indoor	300	144.9681789	-37.79803089	"(-37.79803089, 144.9681789)"				
2017	34	103176	103176	97-103 Elizabeth Street	Melbourne (CBD)	This Side of Paradise	4511	Cafes and Restaurants	Seats - Indoor	72	144.9634979	-37.81592157	"(-37.81592157, 144.9634979)"				
2017	720	108629	108629	427-431 St Kilda Road	Melbourne (Remainder)	Slater St Bench	4511	Cafes and Restaurants	Seats - Indoor	6	144.9771931	-37.83854242	"(-37.83854242, 144.9771931)"				
2017	53	108074	108074	185-199 Queen Street	Melbourne (CBD)	Queen Street Rescue	4511	Cafes and Restaurants	Seats - Indoor	60	144.9599687	-37.81428585	"(-37.81428585, 144.9599687)"				
2017	1107	602858	602858	2-48 Harbour Esplanade	Docklands	Cafe La Kiss	4511	Cafes and Restaurants	Seats - Outdoor	24	144.9484725	-37.82183078	"(-37.82183078, 144.9484725)"				
2017	43	110146	110146	130-148 William Street	Melbourne (CBD)	Cocoa Bean Cafe	4511	Cafes and Restaurants	Seats - Indoor	80	144.9589392	-37.81595642	"(-37.81595642, 144.9589392)"				
2017	114	511516	511516	469 Elizabeth Street	Melbourne (CBD)	Sarawak Kitchen	4511	Cafes and Restaurants	Seats - Outdoor	27	144.9599695	-37.807983	"(-37.807983, 144.9599695)"				
2017	252	106240	106240	174-178 Lygon Street	Carlton	Lemongrass	4511	Cafes and Restaurants	Seats - Indoor	64	144.96678	-37.80305855	"(-37.80305855, 144.96678)"				
2017	252	111062	106250	120 Lygon Street	Carlton	Lygon Charcoal Grill & Steakhouse	4511	Cafes and Restaurants	Seats - Indoor	100	144.9666993	-37.80443778	"(-37.80443778, 144.9666993)"				
2017	33	102124	102124	430-442 Collins Street	Melbourne (CBD)	The Mug House	4511	Cafes and Restaurants	Seats - Indoor	40	144.9597623	-37.81703239	"(-37.81703239, 144.9597623)"				
2017	85	109302	109302	281-287 Swanston Street	Melbourne (CBD)	Little Nic Cafe	4512	Takeaway Food Services	Seats - Indoor	12	144.9643593	-37.81143223	"(-37.81143223, 144.9643593)"				
2017	57	101212	101212	152-158 Bourke Street	Melbourne (CBD)	Palsaik	4511	Cafes and Restaurants	Seats - Indoor	120	144.9685359	-37.81206119	"(-37.81206119, 144.9685359)"				
2017	928	612698	612698	52-62 Cade Way	Parkville	Corner Cafe & Convenience Store	4511	Cafes and Restaurants	Seats - Indoor	35	144.9391831	-37.77625457	"(-37.77625457, 144.9391831)"				
2017	67	105674	105674	107-111 Lonsdale Street	Melbourne (CBD)	Pomodoro Sardo	4511	Cafes and Restaurants	Seats - Outdoor	16	144.9691194	-37.81053336	"(-37.81053336, 144.9691194)"				
2017	802	613006	613006	28 Freshwater Place	Southbank	Boccata	4511	Cafes and Restaurants	Seats - Indoor	60	144.9622689	-37.82266873	"(-37.82266873, 144.9622689)"				
2017	1110	608590	608590	101 Waterfront Way	Docklands	Buddy Bakery Cafe	4511	Cafes and Restaurants	Seats - Indoor	13	144.9375906	-37.81187395	"(-37.81187395, 144.9375906)"				
2017	427	108867	108867	515-523 Spencer Street	West Melbourne (Residential)	Royal Mail Hotel On Spencer	4520	"Pubs, Taverns and Bars"	Seats - Indoor	55	144.9482732	-37.80844822	"(-37.80844822, 144.9482732)"				
2017	1101	110843	110843	163-261 Spencer Street	Docklands	Genki Express	4512	Takeaway Food Services	Seats - Indoor	12	144.951187	-37.81501701	"(-37.81501701, 144.951187)"				
2017	15	104014	104014	228-236 Flinders Street	Melbourne (CBD)	Sushi Ten	4511	Cafes and Restaurants	Seats - Indoor	52	144.9665517	-37.81724878	"(-37.81724878, 144.9665517)"				
2017	104	103219	103219	413-417 Elizabeth Street	Melbourne (CBD)	Pie Face	1174	Bakery Product Manufacturing (Non-factory based)	Seats - Outdoor	8	144.9605226	-37.80918797	"(-37.80918797, 144.9605226)"				
2017	38	102169	102169	18-22 Collins Street	Melbourne (CBD)	Paris End Cafe	4511	Cafes and Restaurants	Seats - Outdoor	18	144.9728919	-37.81330535	"(-37.81330535, 144.9728919)"				
2017	773	579362	665148	84-90 Lorimer Street	Docklands	Mad Duck Cafe	4511	Cafes and Restaurants	Seats - Outdoor	27	144.9435506	-37.82438863	"(-37.82438863, 144.9435506)"				
2017	56	101203	101203	202-204 Bourke Street	Melbourne (CBD)	Flavour Town Hot Pot	4511	Cafes and Restaurants	Seats - Indoor	96	144.967177	-37.81265943	"(-37.81265943, 144.967177)"				
2017	1101	110843	110843	163-261 Spencer Street	Docklands	Theobroma Chocolate Lounge	4511	Cafes and Restaurants	Seats - Outdoor	40	144.951187	-37.81501701	"(-37.81501701, 144.951187)"				
2017	58	105831	105831	47-55 Little Bourke Street	Melbourne (CBD)	Bodega Underground	4520	"Pubs, Taverns and Bars"	Seats - Indoor	60	144.9711092	-37.81101377	"(-37.81101377, 144.9711092)"				
2017	76	589841	105749	221 Little Lonsdale Street	Melbourne (CBD)	Gong Cha	4512	Takeaway Food Services	Seats - Indoor	36	144.9657034	-37.810658	"(-37.810658, 144.9657034)"				
2017	76	589841	105749	221 Little Lonsdale Street	Melbourne (CBD)	Chatime	4512	Takeaway Food Services	Seats - Outdoor	10	144.9657034	-37.810658	"(-37.810658, 144.9657034)"				
2017	72	105375	105375	276-282 King Street	Melbourne (CBD)	Lee's Chinese Gourmet	4511	Cafes and Restaurants	Seats - Indoor	30	144.9548222	-37.81349786	"(-37.81349786, 144.9548222)"				
2017	44	105956	105956	384-390 Little Collins Street	Melbourne (CBD)	In a Rush Espresso	4511	Cafes and Restaurants	Seats - Outdoor	18	144.9617411	-37.81560573	"(-37.81560573, 144.9617411)"				
2017	803	111175	110477	8 Whiteman Street	Southbank	Kitchen Workshop	4511	Cafes and Restaurants	Seats - Indoor	260	144.9586604	-37.82312164	"(-37.82312164, 144.9586604)"				
2017	54	105851	105851	393-397 Little Bourke Street	Melbourne (CBD)	Larder Section	4511	Cafes and Restaurants	Seats - Indoor	12	144.9612043	-37.8138513	"(-37.8138513, 144.9612043)"				
2017	22	102103	102103	487-503 Collins Street	Melbourne (CBD)	Market Lane Bar	4520	"Pubs, Taverns and Bars"	Seats - Indoor	50	144.9581185	-37.81853877	"(-37.81853877, 144.9581185)"				
2017	95	109315	109315	407-409 Swanston Street	Melbourne (CBD)	Druids Cafe	4511	Cafes and Restaurants	Seats - Outdoor	28	144.9631797	-37.80895593	"(-37.80895593, 144.9631797)"				
2017	1101	108847	108847	285-313 Spencer Street	Docklands	Code 3	4511	Cafes and Restaurants	Seats - Indoor	30	144.9509981	-37.81379938	"(-37.81379938, 144.9509981)"				
2017	346	107986	107986	566-574 Queensberry Street	North Melbourne	French Quarter Patisserie	4511	Cafes and Restaurants	Seats - Outdoor	14	144.9484758	-37.80271264	"(-37.80271264, 144.9484758)"				
2017	28	102063	102060	45 Collins Street	Melbourne (CBD)	Thr1ve	4511	Cafes and Restaurants	Seats - Indoor	20	144.9726281	-37.81430616	"(-37.81430616, 144.9726281)"				
2017	131	103978	111287	18-38 Siddeley Street	Docklands	The Wharf Hotel	4520	"Pubs, Taverns and Bars"	Seats - Indoor	164	144.9536422	-37.82253633	"(-37.82253633, 144.9536422)"				
2017	58	103621	103621	174-192 Exhibition Street	Melbourne (CBD)	Locanda Italian Steakhouse	4511	Cafes and Restaurants	Seats - Indoor	90	144.9706454	-37.81121462	"(-37.81121462, 144.9706454)"				
2017	345	103403	103403	37 Errol Street	North Melbourne	Char Siu House	4511	Cafes and Restaurants	Seats - Indoor	38	144.9490851	-37.80412429	"(-37.80412429, 144.9490851)"				
2017	84	105449	105449	293-299 La Trobe Street	Melbourne (CBD)	Burger Theory / The Hills Rooftop / The Tuxedo Cat	4520	"Pubs, Taverns and Bars"	Seats - Indoor	160	144.9605086	-37.81081439	"(-37.81081439, 144.9605086)"				
2017	65	109299	109299	271 Swanston Street	Melbourne (CBD)	OPPA (Korean Kitchen)	4511	Cafes and Restaurants	Seats - Indoor	55	144.964551	-37.81190136	"(-37.81190136, 144.964551)"				
2017	1103	632898	632898	706-738 Bourke Street	Docklands	Tukk & Co	4511	Cafes and Restaurants	Seats - Indoor	15	144.9490176	-37.81792089	"(-37.81792089, 144.9490176)"				
2017	804	110542	110484	20-30 Convention Centre Place	Southbank	Bohemian Bar & Restaurant	4511	Cafes and Restaurants	Seats - Outdoor	40	144.9523782	-37.82539976	"(-37.82539976, 144.9523782)"				
2017	651	107430	107430	2-12 Parliament Place	East Melbourne	The Commune	4511	Cafes and Restaurants	Seats - Outdoor	47	144.9757456	-37.81162322	"(-37.81162322, 144.9757456)"				
2017	18	111071	111071	46-74 Flinders Street	Melbourne (CBD)	No 8 Exhibition Cafe	4511	Cafes and Restaurants	Seats - Indoor	80	144.9727209	-37.81546181	"(-37.81546181, 144.9727209)"				
2017	85	105746	105746	183-265 La Trobe Street	Melbourne (CBD)	Naughty Nuri's Warung and Grill	4511	Cafes and Restaurants	Seats - Indoor	120	144.9630189	-37.81073331	"(-37.81073331, 144.9630189)"				
2017	4	104034	104034	207-361 Flinders Street	Melbourne (CBD)	Arbory Bar and Eatery	4511	Cafes and Restaurants	Seats - Outdoor	367	144.9654659	-37.81866105	"(-37.81866105, 144.9654659)"				
2017	86	109388	109388	304-328 Swanston Street	Melbourne (CBD)	Mr Tulk Cafe	4511	Cafes and Restaurants	Seats - Indoor	80	144.965306	-37.80976881	"(-37.80976881, 144.965306)"				
2017	803	111175	110477	8 Whiteman Street	Southbank	Man Tong Kitchen	4511	Cafes and Restaurants	Seats - Indoor	180	144.9586604	-37.82312164	"(-37.82312164, 144.9586604)"				
2017	370	103492	103492	148-150 Errol Street	North Melbourne	Mork Chocolate	4511	Cafes and Restaurants	Seats - Indoor	18	144.9501892	-37.80154511	"(-37.80154511, 144.9501892)"				
2017	15	103942	103942	253-265 Flinders Lane	Melbourne (CBD)	The Journal Canteen/Oskars Kitchen	4511	Cafes and Restaurants	Seats - Indoor	60	144.9659028	-37.81706291	"(-37.81706291, 144.9659028)"				
2017	1109	573925	573925	55 Newquay Promenade	Docklands	All Smiles	4513	Catering Services	Seats - Outdoor	20	144.9414051	-37.8153411	"(-37.8153411, 144.9414051)"				
2017	113	110690	108118	507-523 Elizabeth Street	Melbourne (CBD)	Simply Spanish	4511	Cafes and Restaurants	Seats - Outdoor	36	144.9572395	-37.80745984	"(-37.80745984, 144.9572395)"				
2017	1109	584059	584059	2-16 Newquay Promenade	Docklands	Newquay International Buffet	4511	Cafes and Restaurants	Seats - Indoor	130	144.9436836	-37.81389091	"(-37.81389091, 144.9436836)"				
2017	801	559161	559161	3-7 Riverside Quay	Southbank	Eureka Skydeck 88	9139	Amusement and Other Recreational Activities n.e.c.	Seats - Indoor	55	144.9645668	-37.82166549	"(-37.82166549, 144.9645668)"				
2017	67	105681	110701	145-147 Lonsdale Street	Melbourne (CBD)	Jang Go Mama	4512	Takeaway Food Services	Seats - Outdoor	4	144.9681529	-37.81081665	"(-37.81081665, 144.9681529)"				
2017	215	103142	103142	156-160 Elgin Street	Carlton	Nora	4511	Cafes and Restaurants	Seats - Indoor	26	144.9693917	-37.79713752	"(-37.79713752, 144.9693917)"				
2017	1109	584059	584059	2-16 Newquay Promenade	Docklands	Newquay International Buffet	4511	Cafes and Restaurants	Seats - Outdoor	68	144.9436836	-37.81389091	"(-37.81389091, 144.9436836)"				
2017	710	108624	108624	407A St Kilda Road	Melbourne (Remainder)	McDonald's	4511	Cafes and Restaurants	Seats - Outdoor	9	144.976192	-37.83615254	"(-37.83615254, 144.976192)"				
2017	58	504545	504545	14 Bourke Street	Melbourne (CBD)	Red Pepper Indian Restaurant	4511	Cafes and Restaurants	Seats - Indoor	33	144.9724607	-37.81126209	"(-37.81126209, 144.9724607)"				
2017	95	103306	103306	382-384 Elizabeth Street	Melbourne (CBD)	Gloria Jeans	4511	Cafes and Restaurants	Seats - Indoor	40	144.9614515	-37.80977165	"(-37.80977165, 144.9614515)"				
2017	66	108555	108555	235-241 Russell Street	Melbourne (CBD)	Stalactites Restaurant	4511	Cafes and Restaurants	Seats - Indoor	144	144.967037	-37.81111923	"(-37.81111923, 144.967037)"				
2017	33	102125	102125	422-428 Collins Street	Melbourne (CBD)	N Lee Bakery	4511	Cafes and Restaurants	Seats - Indoor	30	144.9599965	-37.81679183	"(-37.81679183, 144.9599965)"				
2017	228	101450	101450	223-227 Canning Street	Carlton	Dan O'Connell Hotel	4520	"Pubs, Taverns and Bars"	Seats - Indoor	75	144.9733817	-37.79303229	"(-37.79303229, 144.9733817)"				
2017	68	108990	108990	209-227 Spring Street	Melbourne (CBD)	Supergrind Cafe	4511	Cafes and Restaurants	Seats - Indoor	40	144.9718354	-37.80990475	"(-37.80990475, 144.9718354)"				
2017	53	101175	101175	516-526 Bourke Street	Melbourne (CBD)	Bluestones 520 Cafe	4511	Cafes and Restaurants	Seats - Indoor	70	144.9583865	-37.81527349	"(-37.81527349, 144.9583865)"				
2017	15	104014	104014	228-236 Flinders Street	Melbourne (CBD)	Alice Nevins	4511	Cafes and Restaurants	Seats - Outdoor	8	144.9665517	-37.81724878	"(-37.81724878, 144.9665517)"				
2017	423	109714	109714	345 Victoria Street	West Melbourne (Residential)	Cafe Metsa	4511	Cafes and Restaurants	Seats - Indoor	32	144.9499616	-37.80546579	"(-37.80546579, 144.9499616)"				
2017	51	566659	566659	182-200 Spencer Street	Melbourne (CBD)	Itoya	4512	Takeaway Food Services	Seats - Outdoor	6	144.9532987	-37.81625435	"(-37.81625435, 144.9532987)"				
2017	43	110147	110147	114-128 William Street	Melbourne (CBD)	Tempo Bar & Cafe	4511	Cafes and Restaurants	Seats - Indoor	60	144.9589224	-37.81630648	"(-37.81630648, 144.9589224)"				
2017	1103	599505	573403	744-770 Bourke Street	Docklands	Kollabo	4511	Cafes and Restaurants	Seats - Outdoor	16	144.947217	-37.81817241	"(-37.81817241, 144.947217)"				
2017	225	108239	108239	138-150 Rathdowne Street	Carlton	Ziyka	4511	Cafes and Restaurants	Seats - Indoor	50	144.9710405	-37.7960463	"(-37.7960463, 144.9710405)"				
2017	28	102061	102060	25-45 Collins Street	Melbourne (CBD)	Pei Modern	4511	Cafes and Restaurants	Seats - Outdoor	40	144.9726281	-37.81430616	"(-37.81430616, 144.9726281)"				
2017	65	105698	105698	269-321 Lonsdale Street	Melbourne (CBD)	Chokolait	4511	Cafes and Restaurants	Seats - Indoor	65	144.9638386	-37.81245199	"(-37.81245199, 144.9638386)"				
2017	63	108079	108079	221-231 Queen Street	Melbourne (CBD)	Brim Cc Squared	4512	Takeaway Food Services	Seats - Indoor	18	144.9597543	-37.81355361	"(-37.81355361, 144.9597543)"				
2017	270	664636	104468	230 Grattan Street	Parkville	Tsubu Bar	4511	Cafes and Restaurants	Seats - Outdoor	80	144.9612468	-37.79739836	"(-37.79739836, 144.9612468)"				
2017	1105	609487	609487	737-743 Bourke Street	Docklands	11 Inch Pizza CBD	4511	Cafes and Restaurants	Seats - Outdoor	30	144.9489519	-37.81914692	"(-37.81914692, 144.9489519)"				
2017	28	102063	102060	45 Collins Street	Melbourne (CBD)	Roll'd Collins Place	4512	Takeaway Food Services	Seats - Indoor	30	144.9726281	-37.81430616	"(-37.81430616, 144.9726281)"				
2017	67	108583	108583	196-208 Russell Street	Melbourne (CBD)	Crystal Jade Restaurant	4511	Cafes and Restaurants	Seats - Indoor	200	144.9678632	-37.81158809	"(-37.81158809, 144.9678632)"				
2017	257	525991	525991	159 Pelham Street	Carlton	Briscola Espresso	4511	Cafes and Restaurants	Seats - Outdoor	16	144.9612607	-37.80241321	"(-37.80241321, 144.9612607)"				
2017	113	110690	108118	507-523 Elizabeth Street	Melbourne (CBD)	Cafe Victoria	4511	Cafes and Restaurants	Seats - Outdoor	24	144.9572395	-37.80745984	"(-37.80745984, 144.9572395)"				
2017	21	579252	579252	559-587 Collins Street	Melbourne (CBD)	Black Rice	4511	Cafes and Restaurants	Seats - Outdoor	30	144.9557275	-37.81902044	"(-37.81902044, 144.9557275)"				
2017	33	105938	105938	457-469 Little Collins Street	Melbourne (CBD)	Terrace Deli	4511	Cafes and Restaurants	Seats - Indoor	120	144.95955	-37.81660734	"(-37.81660734, 144.95955)"				
2017	41	108966	108966	626-636 Little Collins Street	Melbourne (CBD)	Vibe Savoy Hotel Melbourne	4400	Accommodation	Seats - Indoor	130	144.9539293	-37.81777221	"(-37.81777221, 144.9539293)"				
2017	25	101789	101789	252-254 Flinders Lane	Melbourne (CBD)	Hell's Kitchen	4520	"Pubs, Taverns and Bars"	Seats - Indoor	55	144.9655966	-37.8166033	"(-37.8166033, 144.9655966)"				
2017	131	103978	111287	18-38 Siddeley Street	Docklands	Byblos Bar & Restaurant	4511	Cafes and Restaurants	Seats - Indoor	220	144.9536422	-37.82253633	"(-37.82253633, 144.9536422)"				
2017	81	561698	105462	550 Little Lonsdale Street	Melbourne (CBD)	Angliss Restaurant	4511	Cafes and Restaurants	Seats - Indoor	150	144.9528962	-37.81327283	"(-37.81327283, 144.9528962)"				
2017	1105	578096	578096	715-727 Bourke Street	Docklands	Grain 717	4511	Cafes and Restaurants	Seats - Outdoor	42	144.9502584	-37.81864992	"(-37.81864992, 144.9502584)"				
2017	37	105915	105915	121-127 Little Collins Street	Melbourne (CBD)	Harry's At Stamford	4511	Cafes and Restaurants	Seats - Indoor	200	144.9697676	-37.8136886	"(-37.8136886, 144.9697676)"				
2017	63	105867	105867	428-432 Little Bourke Street	Melbourne (CBD)	DANSK Restaurant	4511	Cafes and Restaurants	Seats - Indoor	45	144.9597229	-37.81392392	"(-37.81392392, 144.9597229)"				
2017	38	102168	102168	24-28 Collins Street	Melbourne (CBD)	McDonald's	4511	Cafes and Restaurants	Seats - Indoor	60	144.9727083	-37.81342593	"(-37.81342593, 144.9727083)"				
2017	17	103928	103928	133-135 Flinders Lane	Melbourne (CBD)	Meatball & Wine Bar	4511	Cafes and Restaurants	Seats - Indoor	53	144.9701585	-37.81573536	"(-37.81573536, 144.9701585)"				
2017	42	110095	101155	555 Bourke Street	Melbourne (CBD)	Zuppa	4512	Takeaway Food Services	Seats - Indoor	20	144.9578132	-37.81636534	"(-37.81636534, 144.9578132)"				
2017	21	579252	579252	559-587 Collins Street	Melbourne (CBD)	Guzman Y Gomez	4512	Takeaway Food Services	Seats - Outdoor	11	144.9557275	-37.81902044	"(-37.81902044, 144.9557275)"				
2017	1108	622439	622439	818-838 Collins Street	Docklands	O-Bento	4511	Cafes and Restaurants	Seats - Outdoor	26	144.9450469	-37.82100111	"(-37.82100111, 144.9450469)"				
2017	1108	622439	622439	818-838 Collins Street	Docklands	Saman Estate Coffee	4511	Cafes and Restaurants	Seats - Indoor	22	144.9450469	-37.82100111	"(-37.82100111, 144.9450469)"				
2017	214	103134	103134	192 Elgin Street	Carlton	Lahore Biryani House	4512	Takeaway Food Services	Seats - Outdoor	6	144.9681645	-37.79698294	"(-37.79698294, 144.9681645)"				
2017	65	109292	109292	243-249 Swanston Street	Melbourne (CBD)	Rice Paper Vietnamese Restaurant	4511	Cafes and Restaurants	Seats - Indoor	74	144.9647365	-37.81230108	"(-37.81230108, 144.9647365)"				
2017	62	105713	105713	541-557 Lonsdale Street	Melbourne (CBD)	Bergerac	4511	Cafes and Restaurants	Seats - Outdoor	60	144.9562135	-37.81439357	"(-37.81439357, 144.9562135)"				
2017	82	105370	105370	324-326 King Street	Melbourne (CBD)	Cafe Sonex	4511	Cafes and Restaurants	Seats - Outdoor	4	144.9542745	-37.81261513	"(-37.81261513, 144.9542745)"				
2017	47	101125	101125	171 Bourke Street	Melbourne (CBD)	Fomo Thai	4511	Cafes and Restaurants	Seats - Indoor	100	144.9684972	-37.81296416	"(-37.81296416, 144.9684972)"				
2017	38	102167	102167	30-34 Collins Street	Melbourne (CBD)	Sensory Lab	4512	Takeaway Food Services	Seats - Indoor	24	144.9724724	-37.81346244	"(-37.81346244, 144.9724724)"				
2017	357	109822	109822	368 Victoria Street	North Melbourne	Prudence Bar	4511	Cafes and Restaurants	Seats - Indoor	70	144.9540548	-37.80543619	"(-37.80543619, 144.9540548)"				
2017	85	109311	109311	335-347 Swanston Street	Melbourne (CBD)	Subway	4512	Takeaway Food Services	Seats - Indoor	22	144.9637506	-37.8103651	"(-37.8103651, 144.9637506)"				
2017	74	106018	106018	395-397 Little Lonsdale Street	Melbourne (CBD)	Horse Bazaar	4520	"Pubs, Taverns and Bars"	Seats - Indoor	50	144.9602499	-37.81190077	"(-37.81190077, 144.9602499)"				
2017	104	103228	103228	449-451 Elizabeth Street	Melbourne (CBD)	Malaysian Laksa House	4511	Cafes and Restaurants	Seats - Indoor	54	144.9602158	-37.80856366	"(-37.80856366, 144.9602158)"				
2017	1101	110843	110843	163-261 Spencer Street	Docklands	Theobroma Chocolate Lounge	4511	Cafes and Restaurants	Seats - Indoor	46	144.951187	-37.81501701	"(-37.81501701, 144.951187)"				
2017	94	108089	108089	346-376 Queen Street	Melbourne (CBD)	Stassi Cafe	4511	Cafes and Restaurants	Seats - Indoor	48	144.9592377	-37.81024912	"(-37.81024912, 144.9592377)"				
2017	87	108569	108569	288-294 Russell Street	Melbourne (CBD)	Dolan Uyghur Food Heaven	4512	Takeaway Food Services	Seats - Indoor	28	144.966972	-37.80966479	"(-37.80966479, 144.966972)"				
2017	655	580629	580629	239-293 Wellington Parade South	East Melbourne	Mugs Alley	4511	Cafes and Restaurants	Seats - Outdoor	16	144.9759275	-37.81642072	"(-37.81642072, 144.9759275)"				
2017	64	105870	105870	380-384 Little Bourke Street	Melbourne (CBD)	French Saloon	4511	Cafes and Restaurants	Seats - Indoor	14	144.9613283	-37.81354346	"(-37.81354346, 144.9613283)"				
2017	57	105836	105836	115-117 Little Bourke Street	Melbourne (CBD)	Gyoza Gyoza & Momo Shabu Shabu	4511	Cafes and Restaurants	Seats - Indoor	150	144.9690101	-37.81158808	"(-37.81158808, 144.9690101)"				
2017	247	106226	106226	258 Lygon Street	Carlton	Nadalon Fusion	4511	Cafes and Restaurants	Seats - Outdoor	40	144.9671684	-37.80113981	"(-37.80113981, 144.9671684)"				
2017	54	108106	108106	174-176 Queen Street	Melbourne (CBD)	Nirankar Restaurant	4511	Cafes and Restaurants	Seats - Indoor	110	144.9607699	-37.81429326	"(-37.81429326, 144.9607699)"				
2017	67	108581	108581	226-236 Russell Street	Melbourne (CBD)	Nihonshu Shochu & Sake Bar	4511	Cafes and Restaurants	Seats - Indoor	25	144.9676444	-37.81098272	"(-37.81098272, 144.9676444)"				
2017	85	109307	109307	313-315 Swanston Street	Melbourne (CBD)	D House Cafe	4511	Cafes and Restaurants	Seats - Indoor	70	144.964105	-37.81088539	"(-37.81088539, 144.964105)"				
2017	246	106107	106107	189 Lygon Street	Carlton	Buenos Aires Steakhouse	4511	Cafes and Restaurants	Seats - Outdoor	20	144.966488	-37.8011904	"(-37.8011904, 144.966488)"				
2017	243	104453	104453	163 Grattan Street	Carlton	Animal Orchestra	4511	Cafes and Restaurants	Seats - Indoor	48	144.9634206	-37.80059737	"(-37.80059737, 144.9634206)"				
2017	91	598269	598269	341 King Street	West Melbourne (Residential)	Impresso Cafe	4511	Cafes and Restaurants	Seats - Indoor	16	144.9535989	-37.81229604	"(-37.81229604, 144.9535989)"				
2017	204	109359	109359	768-804 Swanston Street	Carlton	The Longing Flavour	4511	Cafes and Restaurants	Seats - Outdoor	8	144.965164	-37.79780844	"(-37.79780844, 144.965164)"				
2017	1101	110843	110843	163-261 Spencer Street	Docklands	Starbucks	4511	Cafes and Restaurants	Seats - Indoor	53	144.951187	-37.81501701	"(-37.81501701, 144.951187)"				
